date,flight_incidents,expected_model,holiday_factor,mercury_status,dow,f_dow,month,f_season,year,f_trend,doy,f_holiday,expected,anomaly_ratio
2001-02-04,190,198.00000000000003,1.0,Retrograde,6,1.074685078762027,2,0.9366184527713911,2001,0.9928692626428245,35,0.9517506904460984,200.46671724134004,0.9477882544026536
2001-02-05,189,180.0,1.0,Retrograde,0,0.9784612380883227,2,0.9366184527713911,2001,0.9928692626428245,36,0.947318052499909,181.66752445325824,1.040362060136006
2001-02-06,180,162.0,1.0,Retrograde,1,0.8839643308108992,2,0.9366184527713911,2001,0.9928692626428245,37,0.9232551607920235,159.9537196802628,1.1253255026504443
2001-02-07,162,180.0,1.0,Retrograde,2,0.9825404288774342,2,0.9366184527713911,2001,0.9928692626428245,38,0.9224108488022732,177.6285173027351,0.9120157194348519
2001-02-08,191,180.0,1.0,Retrograde,3,0.9776404521062471,2,0.9366184527713911,2001,0.9928692626428245,39,0.9373973866203421,179.6142381884347,1.0633900849197735
2001-02-09,219,206.99999999999997,1.0,Retrograde,4,1.1249310833405575,2,0.9366184527713911,2001,0.9928692626428245,40,0.9433075705485947,207.977855592877,1.052996721096592
2001-02-10,181,180.0,1.0,Retrograde,5,0.9778872717454233,2,0.9366184527713911,2001,0.9928692626428245,41,0.960193810343602,184.02869839639195,0.9835422495361662
2001-02-11,190,198.00000000000003,1.0,Retrograde,6,1.074685078762027,2,0.9366184527713911,2001,0.9928692626428245,42,0.9530171584307239,200.73347268677094,0.9465287351277
2001-02-12,201,180.0,1.0,Retrograde,0,0.9784612380883227,2,0.9366184527713911,2001,0.9928692626428245,43,0.915234196889395,175.51479189601773,1.1452026226888088
2001-02-13,159,162.0,1.0,Retrograde,1,0.8839643308108992,2,0.9366184527713911,2001,0.9928692626428245,44,0.9046802970175156,156.73562929803532,1.0144470705997481
2001-02-14,169,180.0,1.0,Retrograde,2,0.9825404288774342,2,0.9366184527713911,2001,0.9928692626428245,45,0.9240994727817738,177.9536953664472,0.94968525184032
2001-02-15,171,180.0,1.0,Retrograde,3,0.9776404521062471,2,0.9366184527713911,2001,0.9928692626428245,46,0.9449961945280954,181.0702419206535,0.944384887246871
2001-02-16,234,206.99999999999997,1.0,Retrograde,4,1.1249310833405575,2,0.9366184527713911,2001,0.9928692626428245,47,0.9335979826664654,205.83711239366636,1.1368212334443932
2001-02-17,185,180.0,1.0,Retrograde,5,0.9778872717454233,2,0.9366184527713911,2001,0.9928692626428245,48,0.9350755286485287,179.2145820830988,1.0322820713005296
2001-02-18,212,198.00000000000003,1.0,Retrograde,6,1.074685078762027,2,0.9366184527713911,2001,0.9928692626428245,49,0.9420411025639692,198.42159215970298,1.0684321080811015
2001-02-19,200,180.0,1.0,Retrograde,0,0.9784612380883227,2,0.9366184527713911,2001,0.9928692626428245,50,0.9620935123205403,184.50101970988212,1.084004848940614
2001-02-20,155,162.0,1.0,Retrograde,1,0.8839643308108992,2,0.9366184527713911,2001,0.9928692626428245,51,0.9285321107279633,160.86794990248652,0.9635231883912022
2001-02-21,169,180.0,1.0,Retrograde,2,0.9825404288774342,2,0.9366184527713911,2001,0.9928692626428245,52,0.9466848185075961,182.30295196859652,0.9270283238699937
2001-02-22,177,180.0,1.0,Retrograde,3,0.9776404521062471,2,0.9366184527713911,2001,0.9928692626428245,53,0.9331758266715904,178.80534722609093,0.9899032816741875
2001-02-23,187,206.99999999999997,1.0,Retrograde,4,1.1249310833405575,2,0.9366184527713911,2001,0.9928692626428245,54,0.9040470630252028,199.32180700476445,0.9381813400654655
2001-02-24,208,180.0,1.0,Retrograde,5,0.9778872717454233,2,0.9366184527713911,2001,0.9928692626428245,55,0.9549168604076622,183.017329423011,1.136504399095706
2001-02-25,199,198.00000000000003,1.0,Direct,6,1.074685078762027,2,0.9366184527713911,2001,0.9928692626428245,56,0.9439408045409076,198.82172532784935,1.0008966558954093
2001-02-26,175,180.0,1.0,Direct,0,0.9784612380883227,2,0.9366184527713911,2001,0.9928692626428245,57,0.9420411025639692,180.65556186160686,0.9686942278259921
2001-02-27,196,162.0,1.0,Direct,1,0.8839643308108992,2,0.9366184527713911,2001,0.9928692626428245,58,0.9449961945280954,163.72034819582453,1.1971633468893315
2001-02-28,180,180.0,1.0,Direct,2,0.9825404288774342,2,0.9366184527713911,2001,0.9928692626428245,59,0.9196668348355844,177.10010294920292,1.016374338594421
2001-03-01,169,178.00000000000003,1.0,Direct,3,0.9776404521062471,3,0.9210626732057363,2001,0.9928692626428245,60,0.9165006648740206,175.61022792483303,0.9623585254518181
2001-03-02,209,204.70000000000002,1.0,Direct,4,1.1249310833405575,3,0.9210626732057363,2001,0.9928692626428245,61,0.9496399104717225,209.37399246192743,0.9982137587504072
2001-03-03,148,178.00000000000003,1.0,Direct,5,0.9778872717454233,3,0.9210626732057363,2001,0.9928692626428245,62,0.9268434867484626,177.63684648462456,0.8331604784078973
2001-03-04,218,195.80000000000004,1.0,Direct,6,1.074685078762027,3,0.9210626732057363,2001,0.9928692626428245,63,0.9354976846434038,197.04335569164314,1.106355498437371
2001-03-05,162,178.00000000000003,1.0,Direct,0,0.9784612380883227,3,0.9210626732057363,2001,0.9928692626428245,64,0.9120680269278312,174.9076143410269,0.9262032451265373
2001-03-06,167,160.20000000000002,1.0,Direct,1,0.8839643308108992,3,0.9210626732057363,2001,0.9928692626428245,65,0.9105904809457681,157.75956714692586,1.0585728841691628
2001-03-07,167,178.00000000000003,1.0,Direct,2,0.9825404288774342,3,0.9210626732057363,2001,0.9928692626428245,66,0.9274767207407755,178.60405149387142,0.9350291810470515
2001-03-08,173,178.00000000000003,1.0,Direct,3,0.9776404521062471,3,0.9210626732057363,2001,0.9928692626428245,67,0.9116458709329561,174.68000331813772,0.9903823947433869
2001-03-09,210,204.70000000000002,1.0,Direct,4,1.1249310833405575,3,0.9210626732057363,2001,0.9928692626428245,68,0.9295875007151513,204.9528923766011,1.0246256960068894
2001-03-10,156,178.00000000000003,1.0,Direct,5,0.9778872717454233,3,0.9210626732057363,2001,0.9928692626428245,69,0.9335979826664654,178.9313987705521,0.8718425109951911
2001-03-11,188,195.80000000000004,1.0,Direct,6,1.074685078762027,3,0.9210626732057363,2001,0.9928692626428245,70,0.9093240129611425,191.53040981940404,0.9815673666508995
2001-03-12,185,178.00000000000003,1.0,Direct,0,0.9784612380883227,3,0.9210626732057363,2001,0.9928692626428245,71,0.930220734707464,178.3887656563077,1.0370608222965667
2001-03-13,161,160.20000000000002,1.0,Direct,1,0.8839643308108992,3,0.9210626732057363,2001,0.9928692626428245,72,0.9063689209970163,157.02818296914688,1.02529365720059
2001-03-14,184,178.00000000000003,1.0,Direct,2,0.9825404288774342,3,0.9210626732057363,2001,0.9928692626428245,73,0.9156563528842703,176.3278050478867,1.0435109763320067
2001-03-15,186,178.00000000000003,1.0,Direct,3,0.9776404521062471,3,0.9210626732057363,2001,0.9928692626428245,74,0.9390860105998429,179.93779457337223,1.0336905620133952
2001-03-16,233,204.70000000000002,1.0,Direct,4,1.1249310833405575,3,0.9210626732057363,2001,0.9928692626428245,75,0.9283210327305257,204.673665002791,1.1383975559182111
2001-03-17,172,178.00000000000003,1.0,Direct,5,0.9778872717454233,3,0.9210626732057363,2001,0.9928692626428245,76,0.9293764227177137,178.12230359184736,0.9656286525135218
2001-03-18,221,195.80000000000004,1.0,Direct,6,1.074685078762027,3,0.9210626732057363,2001,0.9928692626428245,77,0.9038359850277651,190.37446955587,1.1608699449856756
2001-03-19,168,178.00000000000003,1.0,Direct,0,0.9784612380883227,3,0.9210626732057363,2001,0.9928692626428245,78,0.908057544976517,174.13852277137187,0.9647491969400063
2001-03-20,173,160.20000000000002,1.0,Direct,1,0.8839643308108992,3,0.9210626732057363,2001,0.9928692626428245,79,0.9198779128330221,159.3686123380396,1.0855337036696198
2001-03-21,179,178.00000000000003,1.0,Direct,2,0.9825404288774342,3,0.9210626732057363,2001,0.9928692626428245,80,0.9017252050533893,173.64508602226186,1.030838269601546
2001-03-22,157,178.00000000000003,1.0,Direct,3,0.9776404521062471,3,0.9210626732057363,2001,0.9928692626428245,81,0.9129123389175816,174.92267060684082,0.8975394638975978
2001-03-23,226,204.70000000000002,1.0,Direct,4,1.1249310833405575,3,0.9210626732057363,2001,0.9928692626428245,82,0.8928599291610104,196.85529853610868,1.1480513945046056
2001-03-24,172,178.00000000000003,1.0,Direct,5,0.9778872717454233,3,0.9210626732057363,2001,0.9928692626428245,83,0.934442294656216,179.09321780629307,0.9603937106431072
2001-03-25,205,195.80000000000004,1.0,Direct,6,1.074685078762027,3,0.9210626732057363,2001,0.9928692626428245,84,0.9582941083666636,201.84495370939982,1.0156310387384893
2001-03-26,197,178.00000000000003,1.0,Direct,0,0.9784612380883227,3,0.9210626732057363,2001,0.9928692626428245,85,0.9169228208688959,175.8386199253462,1.1203454626954992
2001-03-27,165,160.20000000000002,1.0,Direct,1,0.8839643308108992,3,0.9210626732057363,2001,0.9928692626428245,86,0.9395081665947181,162.76954876471189,1.0137031235400935
2001-03-28,163,178.00000000000003,1.0,Direct,2,0.9825404288774342,3,0.9210626732057363,2001,0.9928692626428245,87,0.9171338988663333,176.6123358536348,0.9229253393437034
2001-03-29,182,178.00000000000003,1.0,Direct,3,0.9776404521062471,3,0.9210626732057363,2001,0.9928692626428245,88,0.9253659407663994,177.30889894575495,1.0264572228587365
2001-03-30,183,204.70000000000002,1.0,Direct,4,1.1249310833405575,3,0.9210626732057363,2001,0.9928692626428245,89,0.9019362830508268,198.8564280484143,0.9202619286485734
2001-03-31,180,178.00000000000003,1.0,Direct,5,0.9778872717454233,3,0.9210626732057363,2001,0.9928692626428245,90,0.9213554588150852,176.5850227523084,1.0193389971270763
2001-04-01,199,192.50000000000003,1.0,Direct,6,1.074685078762027,4,0.9056160761394888,2001,0.9928692626428245,91,0.9089018569662674,191.44149133759376,1.0394820820167836
2001-04-02,183,175.0,1.0,Direct,0,0.9784612380883227,4,0.9056160761394888,2001,0.9928692626428245,92,0.943096492551157,180.8579543799371,1.0118438009951334
2001-04-03,151,157.5,1.0,Direct,1,0.8839643308108992,4,0.9056160761394888,2001,0.9928692626428245,93,0.8835724972737564,153.0787084091404,0.9864206562052735
2001-04-04,181,175.0,1.0,Direct,2,0.9825404288774342,4,0.9056160761394888,2001,0.9928692626428245,94,0.905524609007266,174.3767366656141,1.0379824938867088
2001-04-05,181,175.0,1.0,Direct,3,0.9776404521062471,4,0.9056160761394888,2001,0.9928692626428245,95,0.8827281852840061,169.13910022608286,1.0701251204367472
2001-04-06,179,201.24999999999997,1.0,Direct,4,1.1249310833405575,4,0.9056160761394888,2001,0.9928692626428245,96,0.9120680269278312,201.09024703889494,0.890147596095885
2001-04-07,165,175.0,1.0,Direct,5,0.9778872717454233,4,0.9056160761394888,2001,0.9928692626428245,97,0.9141788069022072,175.20956094851036,0.9417294302135105
2001-04-08,213,192.50000000000003,1.0,Direct,6,1.074685078762027,4,0.9056160761394888,2001,0.9928692626428245,98,0.9101683249508928,191.70824678302466,1.1110633140423705
2001-04-09,187,175.0,1.0,Direct,0,0.9784612380883227,4,0.9056160761394888,2001,0.9928692626428245,99,0.9179782108560838,176.04101244367646,1.0622524683549512
2001-04-10,160,157.5,1.0,Direct,1,0.8839643308108992,4,0.9056160761394888,2001,0.9928692626428245,100,0.9213554588150852,159.62459680026225,1.0023517879278185
2001-04-11,162,175.0,1.0,Direct,2,0.9825404288774342,4,0.9056160761394888,2001,0.9928692626428245,101,0.8782955473378167,169.13324038825647,0.9578247281735888
2001-04-12,166,175.0,1.0,Direct,3,0.9776404521062471,4,0.9056160761394888,2001,0.9928692626428245,102,0.8996144250790133,172.37466407545793,0.963018555484074
2001-04-13,207,201.24999999999997,1.0,Direct,4,1.1249310833405575,4,0.9056160761394888,2001,0.9928692626428245,103,0.9179782108560838,202.39330811667534,1.0227610879341376
2001-04-14,197,175.0,1.0,Direct,5,0.9778872717454233,4,0.9056160761394888,2001,0.9928692626428245,104,0.9143898848996447,175.25001570744556,1.12410831579532
2001-04-15,190,192.50000000000003,1.0,Direct,6,1.074685078762027,4,0.9056160761394888,2001,0.9928692626428245,105,0.9169228208688959,193.13094249198963,0.9837884988723674
2001-04-16,167,175.0,1.0,Direct,0,0.9784612380883227,4,0.9056160761394888,2001,0.9928692626428245,106,0.9084797009713922,174.21947977870397,0.9585610071395331
2001-04-17,172,157.5,1.0,Direct,1,0.8839643308108992,4,0.9056160761394888,2001,0.9928692626428245,107,0.9154452748868327,158.6006589513717,1.0844847753926208
2001-04-18,160,175.0,1.0,Direct,2,0.9825404288774342,4,0.9056160761394888,2001,0.9928692626428245,108,0.8673194914710619,167.01958297412781,0.9579714974188674
2001-04-19,201,175.0,1.0,Direct,3,0.9776404521062471,4,0.9056160761394888,2001,0.9928692626428245,109,0.9029916730380148,173.02177684533294,1.1617034783990068
2001-04-20,204,201.24999999999997,1.0,Direct,4,1.1249310833405575,4,0.9056160761394888,2001,0.9928692626428245,110,0.9065799989944539,199.8802617523846,1.0206110308816736
2001-04-21,158,175.0,1.0,Direct,5,0.9778872717454233,4,0.9056160761394888,2001,0.9928692626428245,111,0.9067910769918914,173.79364438577701,0.9091241544442258
2001-04-22,211,192.50000000000003,1.0,Direct,6,1.074685078762027,4,0.9056160761394888,2001,0.9928692626428245,112,0.8983479570943879,189.21852929233603,1.1151127788019763
2001-04-23,183,175.0,1.0,Direct,0,0.9784612380883227,4,0.9056160761394888,2001,0.9928692626428245,113,0.9354976846434038,179.40072824795908,1.0200627488371519
2001-04-24,152,157.5,1.0,Direct,1,0.8839643308108992,4,0.9056160761394888,2001,0.9928692626428245,114,0.9089018569662674,157.46701347581427,0.9652815319530147
2001-04-25,188,175.0,1.0,Direct,2,0.9825404288774342,4,0.9056160761394888,2001,0.9928692626428245,115,0.8867386672353202,170.75913070681696,1.100966016996096
2001-04-26,175,175.0,1.0,Direct,3,0.9776404521062471,4,0.9056160761394888,2001,0.9928692626428245,116,0.8989811910867006,172.25333043110638,1.0159455237354158
2001-04-27,215,201.24999999999997,1.0,Direct,4,1.1249310833405575,4,0.9056160761394888,2001,0.9928692626428245,117,0.9044692190200779,199.41488279603445,1.07815423295114
2001-04-28,183,175.0,1.0,Direct,5,0.9778872717454233,4,0.9056160761394888,2001,0.9928692626428245,118,0.8985590350918254,172.21590878730282,1.062619599365911
2001-04-29,212,192.50000000000003,1.0,Direct,6,1.074685078762027,4,0.9056160761394888,2001,0.9928692626428245,119,0.9067910769918914,190.9968989285422,1.109965665355204
2001-04-30,170,175.0,1.0,Direct,0,0.9784612380883227,4,0.9056160761394888,2001,0.9928692626428245,120,0.894126397145636,171.4669415294122,0.9914447559609584
2001-05-01,173,170.09999999999997,1.0,Direct,1,0.8839643308108992,5,0.9774000716185953,2001,0.9928692626428245,121,0.9633599803051658,166.90186936916308,1.0365372218650752
2001-05-02,188,188.99999999999997,1.0,Direct,2,0.9825404288774342,5,0.9774000716185953,2001,0.9928692626428245,122,0.9447851165306579,181.93712664692046,1.033324002993878
2001-05-03,180,188.99999999999997,1.0,Direct,3,0.9776404521062471,5,0.9774000716185953,2001,0.9928692626428245,123,0.9825680780719868,188.2693714855131,0.9560769156434487
2001-05-04,172,217.34999999999994,1.0,Direct,4,1.1249310833405575,5,0.9774000716185953,2001,0.9928692626428245,124,0.9608270443359147,211.84050093058318,0.8119316147971237
2001-05-05,203,188.99999999999997,1.0,Direct,5,0.9778872717454233,5,0.9774000716185953,2001,0.9928692626428245,125,1.006630969779872,192.92874536214404,1.0522019392131086
2001-05-06,189,207.89999999999998,1.0,Direct,6,1.074685078762027,5,0.9774000716185953,2001,0.9928692626428245,126,0.9975546158900556,210.11437251775848,0.8995100988821032
2001-05-07,201,188.99999999999997,1.0,Direct,0,0.9784612380883227,5,0.9774000716185953,2001,0.9928692626428245,127,0.9948106019233669,190.77518777812077,1.0535961323952205
2001-05-08,175,170.09999999999997,1.0,Direct,1,0.8839643308108992,5,0.9774000716185953,2001,0.9928692626428245,128,0.983412390061737,170.37594421361322,1.0271403090837123
2001-05-09,159,188.99999999999997,1.0,Direct,2,0.9825404288774342,5,0.9774000716185953,2001,0.9928692626428245,129,0.9650486042846665,185.83926341146562,0.8555780790411283
2001-05-10,191,188.99999999999997,1.0,Direct,3,0.9776404521062471,5,0.9774000716185953,2001,0.9928692626428245,130,0.9857342480335506,188.8760397072709,1.0112452606271336
2001-05-11,218,217.34999999999994,1.0,Direct,4,1.1249310833405575,5,0.9774000716185953,2001,0.9928692626428245,131,0.9699033982257312,213.8416304428888,1.0194460243709271
2001-05-12,202,188.99999999999997,1.0,Direct,5,0.9778872717454233,5,0.9774000716185953,2001,0.9928692626428245,132,0.989111495992552,189.57100037051939,1.0655638236079776
2001-05-13,205,207.89999999999998,1.0,Direct,6,1.074685078762027,5,0.9774000716185953,2001,0.9928692626428245,133,0.9730695681872951,204.9571005727606,1.0002093092999438
2001-05-14,204,188.99999999999997,1.0,Direct,0,0.9784612380883227,5,0.9774000716185953,2001,0.9928692626428245,134,0.976657894143734,187.29403646283995,1.0891964520209088
2001-05-15,167,170.09999999999997,1.0,Direct,1,0.8839643308108992,5,0.9774000716185953,2001,0.9928692626428245,135,0.99016688597974,171.54615889805962,0.9734989175667806
2001-05-16,173,188.99999999999997,1.0,Direct,2,0.9825404288774342,5,0.9774000716185953,2001,0.9928692626428245,136,0.956605484387163,184.21337309290516,0.9391283439164329
2001-05-17,191,188.99999999999997,1.0,Direct,3,0.9776404521062471,5,0.9774000716185953,2001,0.9928692626428245,137,1.0085306717568103,193.24405090392727,0.9883874774233391
2001-05-18,224,217.34999999999994,1.0,Direct,4,1.1249310833405575,5,0.9774000716185953,2001,0.9928692626428245,138,0.9886893399976767,217.98350315440499,1.0276006980277463
2001-05-19,191,188.99999999999997,1.0,Direct,5,0.9778872717454233,5,0.9774000716185953,2001,0.9928692626428245,139,0.9781354401257973,187.46735290588708,1.0188440655898436
2001-05-20,204,207.89999999999998,1.0,Direct,6,1.074685078762027,5,0.9774000716185953,2001,0.9928692626428245,140,0.9825680780719868,206.95776641349255,0.9857083574839948
2001-05-21,183,188.99999999999997,1.0,Direct,0,0.9784612380883227,5,0.9774000716185953,2001,0.9928692626428245,141,0.9783465181232348,187.61786449216842,0.9753868614555029
2001-05-22,139,170.09999999999997,1.0,Direct,1,0.8839643308108992,5,0.9774000716185953,2001,0.9928692626428245,142,0.9707477102154816,168.18179168027632,0.8264866167215494
2001-05-23,206,188.99999999999997,1.0,Direct,2,0.9825404288774342,5,0.9774000716185953,2001,0.9928692626428245,143,0.9696923202282935,186.73350308667392,1.1031764337671284
2001-05-24,188,188.99999999999997,1.0,Direct,3,0.9776404521062471,5,0.9774000716185953,2001,0.9928692626428245,144,0.9340201386613407,178.9671254185597,1.0504722560655464
2001-05-25,217,217.34999999999994,1.0,Direct,4,1.1249310833405575,5,0.9774000716185953,2001,0.9928692626428245,145,0.9895336519874273,218.1696547369451,0.9946387835725579
2001-05-26,174,188.99999999999997,1.0,Direct,5,0.9778872717454233,5,0.9774000716185953,2001,0.9928692626428245,146,0.9922776659541158,190.17782175454792,0.9149331840837479
2001-05-27,204,207.89999999999998,1.0,Direct,6,1.074685078762027,5,0.9774000716185953,2001,0.9928692626428245,147,0.9768689721411717,205.7573669090534,0.9914590328625746
2001-05-28,194,188.99999999999997,1.0,Direct,0,0.9784612380883227,5,0.9774000716185953,2001,0.9928692626428245,148,0.9889004179951144,189.64178967547122,1.0229812760783732
2001-05-29,165,170.09999999999997,1.0,Direct,1,0.8839643308108992,5,0.9774000716185953,2001,0.9928692626428245,149,0.9699033982257312,168.03551484472052,0.9819352781016227
2001-05-30,189,188.99999999999997,1.0,Direct,2,0.9825404288774342,5,0.9774000716185953,2001,0.9928692626428245,150,0.9464737405101586,182.26230471063258,1.0369670256286097
2001-05-31,195,188.99999999999997,1.0,Direct,3,0.9776404521062471,5,0.9774000716185953,2001,0.9928692626428245,151,0.9823570000745491,188.22892693739587,1.0359725424395378
2001-06-01,240,270.25,1.0,Direct,4,1.1249310833405575,6,1.216498786698821,2001,0.9928692626428245,152,1.1480532280630582,253.1196143588405,0.9481683219529515
2001-06-02,266,235.0,1.0,Direct,5,0.9778872717454233,6,1.216498786698821,2001,0.9928692626428245,153,1.2128541732763984,232.45304484187028,1.1443171251249926
2001-06-03,253,258.5,1.0,Direct,6,1.074685078762027,6,1.216498786698821,2001,0.9928692626428245,154,1.1982897914532047,252.39511061856004,1.0023965970654405
2001-06-04,233,235.0,1.0,Retrograde,0,0.9784612380883227,6,1.216498786698821,2001,0.9928692626428245,155,1.2350173630073455,236.8397249500922,0.983787665051117
2001-06-05,241,211.5,1.0,Retrograde,1,0.8839643308108992,6,1.216498786698821,2001,0.9928692626428245,156,1.2139095632635866,210.30952032034554,1.1459300541074242
2001-06-06,220,235.0,1.0,Retrograde,2,0.9825404288774342,6,1.216498786698821,2001,0.9928692626428245,157,1.2187643572046511,234.69726748420882,0.9373777648041952
2001-06-07,212,235.0,1.0,Retrograde,3,0.9776404521062471,6,1.216498786698821,2001,0.9928692626428245,158,1.2014559614147686,230.2103678830377,0.9208968386154972
2001-06-08,244,270.25,1.0,Retrograde,4,1.1249310833405575,6,1.216498786698821,2001,0.9928692626428245,159,1.2141206412610241,267.68597569259987,0.9115158138885845
2001-06-09,207,235.0,1.0,Retrograde,5,0.9778872717454233,6,1.216498786698821,2001,0.9928692626428245,160,1.2274185550995924,235.24442320840166,0.8799358436506693
2001-06-10,277,258.5,1.0,Retrograde,6,1.074685078762027,6,1.216498786698821,2001,0.9928692626428245,161,1.2329065830329697,259.68642612700535,1.0666710776193096
2001-06-11,251,235.0,1.0,Retrograde,0,0.9784612380883227,6,1.216498786698821,2001,0.9928692626428245,162,1.2339619730201576,236.63733243176193,1.060694850726395
2001-06-12,191,211.5,1.0,Retrograde,1,0.8839643308108992,6,1.216498786698821,2001,0.9928692626428245,163,1.2236191511457157,211.9917039292372,0.9009786536918246
