source,question_type,outcome,moon_phase,via_combusta,moon_void,moon_sign
synthetic,lawsuit,False,87.2078197691738,True,False,7
synthetic,journey,True,305.7111835358201,False,False,11
synthetic,journey,True,317.7068327978803,False,False,0
synthetic,health,False,54.20135976528647,False,False,7
synthetic,job,False,83.00103145024285,False,False,6
synthetic,health,True,259.1363588948584,False,False,1
synthetic,lost_item,False,186.2568346878998,False,True,11
synthetic,relationship,True,104.71437197115267,False,True,7
synthetic,lost_item,False,108.11431475416154,False,False,8
synthetic,health,True,306.7502259775537,False,False,9
synthetic,lawsuit,True,328.79945153949006,False,False,8
synthetic,relationship,True,87.97914245769408,False,True,11
synthetic,health,False,113.97044164543712,True,False,7
synthetic,lost_item,True,145.12503134188665,False,False,3
synthetic,journey,True,152.32426341911776,False,True,8
synthetic,lost_item,False,230.65279246941697,False,False,11
synthetic,lost_item,True,256.5759934926182,False,True,8
synthetic,health,False,161.43996173511576,False,False,6
synthetic,health,True,252.7038549103446,False,False,9
synthetic,health,False,220.58463405197656,False,False,9
synthetic,job,False,267.490192914056,False,False,2
synthetic,journey,True,261.3937947396053,False,False,5
synthetic,lawsuit,True,42.013594265502945,False,False,9
synthetic,relationship,False,335.10594378838545,False,False,9
synthetic,lawsuit,True,181.79771044996545,False,False,6
synthetic,lost_item,False,254.4206839287608,False,False,4
synthetic,relationship,True,204.06156238008774,False,False,5
synthetic,relationship,True,167.53664281954195,False,False,2
synthetic,relationship,True,15.005008154129982,False,True,0
synthetic,relationship,False,195.36887968471697,False,False,2
synthetic,lawsuit,True,239.81495812112433,False,False,2
synthetic,health,False,4.537115288038947,False,False,1
synthetic,health,True,69.76144211351152,False,False,3
synthetic,job,False,89.41910601594503,False,False,1
synthetic,lawsuit,False,142.13593942225003,False,False,2
synthetic,journey,True,176.65741771212032,False,False,6
synthetic,lawsuit,False,28.152262508111654,False,False,2
synthetic,health,True,43.149754483067056,False,False,10
synthetic,journey,False,307.07097810814184,False,False,5
synthetic,job,True,212.4329979269915,True,False,7
synthetic,job,False,327.6473474379328,False,False,2
synthetic,health,False,267.7427769118562,False,False,10
synthetic,health,True,82.86573276640803,False,False,4
synthetic,health,True,42.35475050970496,False,True,11
synthetic,lost_item,True,104.00368405783016,False,False,11
synthetic,journey,False,285.184917766083,False,False,2
synthetic,lawsuit,False,192.3734734412725,False,False,2
synthetic,health,False,121.08265766493841,False,False,11
synthetic,relationship,True,190.64174969509943,False,False,5
synthetic,lost_item,True,211.1338559555033,False,False,6
synthetic,journey,True,162.27725318737865,False,False,5
synthetic,journey,False,207.26936089467262,False,False,5
synthetic,lawsuit,False,158.7356636112578,False,False,7
synthetic,health,True,275.89376735674705,False,False,4
synthetic,job,False,31.436248841598456,True,False,7
synthetic,relationship,True,229.75915779954647,False,False,6
synthetic,relationship,False,206.3124004364828,False,False,11
synthetic,lawsuit,True,125.17827099952852,True,False,7
synthetic,health,False,95.04945068012456,False,False,3
synthetic,lost_item,True,82.65515019747221,False,False,9
synthetic,health,True,118.74150207774784,False,False,3
synthetic,relationship,False,60.56030930961303,False,False,3
synthetic,job,False,118.2397488511852,False,True,9
synthetic,lawsuit,False,99.40711077197003,False,False,9
synthetic,relationship,False,178.76411797889372,False,False,2
synthetic,health,False,237.79097303773693,False,False,8
synthetic,health,False,308.4103956548937,False,False,1
synthetic,lost_item,True,140.2028088728529,False,False,3
synthetic,lost_item,False,321.4683459171463,False,False,1
synthetic,lawsuit,True,73.53423526506018,False,False,4
synthetic,relationship,True,124.02244715932352,False,False,8
synthetic,lawsuit,False,204.55722005761714,False,False,4
synthetic,relationship,False,75.54716290409725,False,False,4
synthetic,lost_item,True,296.74974277255046,False,False,4
synthetic,health,False,51.58535437159924,False,False,11
synthetic,lost_item,True,342.16545443755405,False,False,9
synthetic,health,False,306.51465843930214,False,True,0
synthetic,relationship,True,88.0269824552911,False,False,5
synthetic,lawsuit,False,337.526624270281,True,True,6
synthetic,lawsuit,True,51.89259528935395,False,False,1
synthetic,relationship,False,45.679707056953816,False,True,9
synthetic,health,False,136.38001734593348,True,False,7
synthetic,health,True,48.44342679509424,False,False,6
synthetic,job,False,146.7297953326518,False,False,7
synthetic,lawsuit,True,356.49704733732864,False,False,3
synthetic,health,False,36.074075809302315,False,False,0
synthetic,lawsuit,True,227.01153124050805,False,False,7
synthetic,relationship,False,65.2511213064721,False,False,6
synthetic,health,True,205.3375968084821,False,False,3
synthetic,lawsuit,False,100.92900868879417,False,False,9
synthetic,journey,False,203.16011532096766,True,False,6
synthetic,lost_item,True,223.03762235457006,False,True,7
synthetic,relationship,True,189.6322750711207,False,False,5
synthetic,lawsuit,True,294.72874113068616,False,False,9
synthetic,journey,True,248.80748906543195,False,False,7
synthetic,lawsuit,False,279.5750084295203,True,False,7
synthetic,lawsuit,False,324.768385778008,True,False,6
synthetic,lost_item,False,302.88591216404006,False,False,11
synthetic,relationship,False,106.91002484285524,False,False,5
synthetic,journey,True,9.95585186028687,False,False,1
synthetic,health,False,346.1574961248,False,False,5
synthetic,lost_item,False,327.9266149990263,False,True,8
synthetic,lost_item,False,63.21274653266221,False,False,9
synthetic,health,True,271.81986239862647,False,False,3
synthetic,lost_item,False,147.13203066378014,False,False,3
synthetic,journey,False,0.20491517856777364,False,False,9
synthetic,lost_item,False,180.53953916024875,False,False,6
synthetic,job,True,291.8369540821866,False,False,8
synthetic,lost_item,False,104.49549708738809,True,False,7
synthetic,lost_item,False,97.71939881157124,False,True,10
synthetic,lawsuit,False,191.90952760740322,False,False,11
synthetic,journey,True,353.9261183366425,False,False,11
synthetic,relationship,True,277.7499260430293,False,False,9
synthetic,lawsuit,False,69.80775545333833,False,False,5
synthetic,lawsuit,True,158.05740525502688,False,False,11
synthetic,lost_item,False,51.55084809813168,False,True,3
synthetic,lost_item,False,108.4825632835775,False,False,4
synthetic,relationship,False,347.6475516234212,False,True,8
synthetic,health,True,125.86803525073549,False,False,8
synthetic,journey,False,309.17347013715175,False,False,7
synthetic,health,True,255.72723721164388,False,True,11
synthetic,lost_item,False,115.73543706409939,False,False,1
synthetic,relationship,False,31.81856676715006,False,False,5
synthetic,lost_item,True,266.46375613824864,False,True,4
synthetic,journey,True,359.50596446197727,False,False,4
synthetic,lost_item,False,311.31133433694083,False,False,5
synthetic,lawsuit,False,71.5633768450453,False,False,3
synthetic,job,False,292.92340084681155,False,False,11
synthetic,job,False,89.27078026974851,False,False,0
synthetic,lawsuit,True,114.66857650110818,False,True,7
synthetic,relationship,True,339.9187587549035,False,False,2
synthetic,relationship,True,236.32513521455738,False,False,0
synthetic,lost_item,True,345.0706186739868,False,False,6
synthetic,job,True,136.38873590622867,False,False,9
synthetic,job,False,300.4266223494533,False,False,1
synthetic,relationship,True,154.8682084904345,False,False,8
synthetic,health,True,172.74800779393652,False,False,4
synthetic,relationship,True,212.07406558959354,False,False,6
synthetic,job,True,227.65636935555872,False,False,2
synthetic,health,True,317.81394635018876,False,False,6
synthetic,job,False,316.22481542884856,False,False,0
synthetic,health,True,355.31126978922117,False,False,0
synthetic,lost_item,False,101.89930084479158,False,False,2
synthetic,lost_item,False,288.59525053966286,False,False,0
synthetic,journey,False,234.62464079413718,False,False,9
synthetic,job,True,5.98187678593311,False,False,4
synthetic,health,False,345.78381000504316,False,False,8
synthetic,relationship,False,168.52971966154257,False,False,8
synthetic,health,True,264.56152857424223,False,True,9
synthetic,relationship,False,21.636841980263284,False,False,6
synthetic,lost_item,True,134.96922797795565,False,False,9
synthetic,lawsuit,False,127.81187619391432,False,False,8
synthetic,lost_item,False,183.715672419087,False,False,10
synthetic,health,True,11.583625853403063,False,False,3
synthetic,lawsuit,False,191.73256819992886,False,False,10
synthetic,relationship,True,111.08748140799051,False,False,1
synthetic,lawsuit,True,221.6566642905791,False,False,3
synthetic,lawsuit,False,193.2216245306373,False,False,3
synthetic,journey,True,289.2691720759545,False,False,8
synthetic,health,False,113.24010828686352,False,False,11
synthetic,health,False,329.8164483769936,False,False,0
synthetic,relationship,False,117.60308914219114,True,False,6
synthetic,journey,True,330.6777159368484,False,False,11
synthetic,lost_item,True,126.04951133562736,False,False,9
synthetic,relationship,True,153.85629894189282,False,True,11
synthetic,lost_item,False,159.34112487060418,False,False,11
synthetic,job,False,342.48940004273425,False,False,10
synthetic,health,True,4.1767669059026105,False,False,8
synthetic,lost_item,False,243.21938208859848,False,False,1
synthetic,job,True,164.0460951138279,False,False,2
synthetic,job,False,275.6817524667015,False,False,4
synthetic,journey,True,290.3427856623965,False,False,2
synthetic,journey,False,117.23310774301882,False,False,2
synthetic,journey,False,63.255574057446694,True,False,7
synthetic,job,False,350.19835735225666,False,False,11
synthetic,lawsuit,False,9.10478384507502,False,False,3
synthetic,lawsuit,False,266.665954949974,False,False,3
synthetic,health,True,33.93307758106073,False,False,10
synthetic,lawsuit,True,49.46606346846454,False,False,0
synthetic,health,True,237.35577136917112,False,False,8
synthetic,lawsuit,False,321.409847192847,False,False,4
synthetic,job,False,196.85841270344633,False,False,8
synthetic,journey,True,296.5104825931584,True,False,6
synthetic,journey,True,172.6937510474163,True,False,6
synthetic,lawsuit,True,244.18401383798505,False,False,4
synthetic,job,True,152.4623598441459,False,True,11
synthetic,job,False,246.54932807864765,False,False,3
synthetic,lawsuit,False,310.98305514849824,False,False,11
synthetic,health,False,134.62939315527734,False,False,1
synthetic,lost_item,False,9.104719519383565,False,False,6
synthetic,relationship,True,287.3899034190656,False,False,6
synthetic,health,False,140.14387660867524,False,False,4
synthetic,job,True,229.36288878196729,False,False,11
synthetic,lawsuit,False,106.33602751556792,True,True,6
synthetic,lawsuit,False,340.487717337444,False,False,0
synthetic,lawsuit,False,61.384844218621055,True,False,7
synthetic,lawsuit,False,100.61572900628818,False,False,6
synthetic,health,False,219.21222014585786,False,True,5
synthetic,job,False,321.5257398004714,False,False,8
synthetic,journey,True,168.82839735483833,False,False,6
synthetic,journey,False,241.30691789803274,False,False,5
synthetic,lawsuit,True,81.00882295864983,False,False,1
synthetic,lawsuit,True,68.57877328274179,False,False,4
synthetic,lost_item,True,18.170478824243446,False,False,5
synthetic,lawsuit,False,262.2764557203426,False,False,6
synthetic,journey,True,219.59396014008271,False,False,10
synthetic,lawsuit,True,245.40771531783733,False,False,2
synthetic,health,False,24.38332746523976,False,False,4
synthetic,relationship,False,296.4573387353171,False,False,9
synthetic,lost_item,True,99.37243221451979,False,False,2
synthetic,lost_item,False,39.83452084540677,False,False,4
synthetic,job,True,136.75653800557114,False,False,1
synthetic,lost_item,True,270.3405667807904,False,False,6
synthetic,lawsuit,True,292.0977848416993,False,True,7
synthetic,job,False,27.968589948480144,False,False,6
synthetic,journey,True,90.12322155065112,False,False,2
synthetic,lost_item,True,34.091730590624245,False,True,1
synthetic,lost_item,False,109.34758394301124,False,False,5
synthetic,health,True,229.7390971136462,False,False,4
synthetic,relationship,True,160.95030170383598,False,True,0
synthetic,health,True,26.985887081888905,False,False,11
synthetic,job,False,332.5449548567408,False,False,5
synthetic,health,False,272.7319100502965,False,True,11
synthetic,health,False,227.38391719108532,False,False,2
synthetic,lawsuit,False,131.8293284402381,False,True,2
synthetic,journey,False,32.91667219143869,False,False,9
synthetic,health,False,198.83343371636093,False,False,7
synthetic,relationship,True,305.265434818146,False,False,8
synthetic,lost_item,False,16.892556193377203,False,False,2
synthetic,lost_item,True,23.263313106938853,True,False,7
synthetic,relationship,True,332.6636199523845,False,False,1
synthetic,journey,False,58.46934229043873,True,True,6
synthetic,relationship,True,76.63142500249455,False,False,9
synthetic,relationship,False,275.3697148108552,False,False,9
synthetic,lost_item,True,208.8678644897166,False,False,6
synthetic,health,False,281.302593229664,False,True,1
synthetic,lawsuit,False,71.55180425930692,False,False,8
synthetic,lawsuit,True,125.94810892490747,False,False,6
synthetic,health,True,100.27203265517284,False,False,0
synthetic,journey,False,242.8162492332679,False,True,9
synthetic,job,False,132.86340681004106,False,False,2
synthetic,lawsuit,True,124.27468178666581,False,False,10
synthetic,lost_item,False,84.08164343536262,False,False,11
synthetic,journey,False,35.30492563607639,False,False,3
synthetic,health,False,229.5875110589694,False,False,2
synthetic,lost_item,True,110.21408392609877,False,False,11
synthetic,lawsuit,True,244.693470764546,True,False,6
synthetic,health,True,43.408903212781155,False,True,9
synthetic,relationship,False,264.36955801086873,False,True,8
synthetic,journey,False,7.834410767760403,False,False,8
synthetic,health,False,74.58850117762569,False,False,2
synthetic,job,False,11.151978888796322,False,False,4
synthetic,lawsuit,False,344.4159745236111,False,False,1
synthetic,relationship,False,203.93471856550127,False,False,11
synthetic,journey,False,4.389563125421489,False,False,5
synthetic,relationship,False,307.2899526371118,False,False,0
synthetic,relationship,True,343.7060169353858,False,False,6
synthetic,journey,False,333.05391740756835,False,False,4
synthetic,lost_item,False,47.82899435268651,False,False,1
synthetic,relationship,False,299.7199888504986,False,False,8
synthetic,relationship,False,113.37695216308433,False,False,10
synthetic,relationship,True,295.0043548479059,False,False,9
synthetic,health,True,52.103133512338246,False,False,4
synthetic,job,False,316.8618332739039,False,False,5
synthetic,job,True,279.81068868115005,False,False,2
synthetic,journey,False,233.74598639350742,False,False,5
synthetic,relationship,True,65.6603028341236,False,False,6
synthetic,lost_item,False,89.94647966254348,True,False,7
synthetic,lost_item,True,279.36712171959977,False,False,8
synthetic,lost_item,True,221.47930748201625,False,True,8
synthetic,journey,True,51.90078012312287,False,True,9
synthetic,health,True,88.90817511773537,False,False,0
synthetic,health,True,108.06521352300146,False,False,1
synthetic,journey,True,343.2957954756199,False,False,10
synthetic,journey,False,181.42877066993967,False,False,5
synthetic,job,True,343.77348223053576,False,False,10
synthetic,health,True,240.53939778789018,False,False,10
synthetic,relationship,False,40.80131273973751,False,False,8
synthetic,health,True,314.609576023631,False,False,4
synthetic,lawsuit,False,28.0336868931563,False,False,5
synthetic,lawsuit,True,95.96654873579328,False,False,9
synthetic,lawsuit,True,19.389616514740652,False,False,6
synthetic,job,True,10.930813469900158,False,True,8
synthetic,lost_item,False,258.09225072130647,False,False,1
synthetic,journey,True,134.07569862312113,False,True,5
synthetic,lost_item,False,289.9643250066914,False,False,10
synthetic,journey,True,165.2803647291407,False,False,11
synthetic,relationship,True,178.9486098519659,False,False,7
synthetic,relationship,True,267.628812419261,False,False,1
synthetic,job,True,71.55974396506335,False,False,4
synthetic,health,False,10.337368927115051,False,False,8
synthetic,lawsuit,True,220.18269958466678,False,False,8
synthetic,lost_item,False,240.7067389921929,False,False,1
synthetic,journey,True,137.5127882206279,False,False,0
synthetic,lost_item,False,78.19803790974771,False,False,5
synthetic,relationship,True,171.60576304113283,False,False,2
synthetic,journey,True,344.9475025013936,False,False,2
synthetic,job,False,183.00235412434523,False,False,7
synthetic,journey,True,329.18047247779043,False,False,5
synthetic,lawsuit,False,62.678441811264825,False,False,3
synthetic,lost_item,False,5.441433267375331,False,False,3
synthetic,lawsuit,True,249.30842285411416,False,False,10
synthetic,relationship,True,184.5472177927683,False,True,4
synthetic,journey,True,25.617629054805093,False,False,9
synthetic,relationship,False,233.49404234766448,True,False,7
synthetic,lawsuit,False,312.6634552047332,False,False,0
synthetic,health,True,351.8751275781497,False,False,10
synthetic,job,False,92.08408546952535,False,False,0
synthetic,lawsuit,False,80.9286223066016,False,False,10
synthetic,journey,False,303.0792126238596,False,True,5
synthetic,lawsuit,False,246.59841832875702,True,False,7
synthetic,health,True,237.41190433110148,False,False,2
synthetic,lawsuit,True,50.22138595548181,False,False,3
synthetic,journey,True,347.30422749967556,False,False,4
synthetic,relationship,True,329.5889612707465,False,False,4
synthetic,health,True,325.80734075192623,False,False,1
synthetic,journey,False,300.15243806146043,False,False,11
synthetic,health,True,62.375102436909714,False,True,9
synthetic,relationship,True,126.82912173491135,True,False,6
synthetic,job,False,24.839171739532787,True,False,7
synthetic,lost_item,True,3.5387336259011306,False,False,4
synthetic,lawsuit,False,66.98348611990177,False,False,4
synthetic,lost_item,False,138.17967361127762,False,False,7
synthetic,relationship,True,221.9208082793175,False,False,10
synthetic,relationship,False,332.7161810205363,False,False,1
synthetic,journey,False,97.70058258147324,False,False,11
synthetic,health,True,359.00282698028013,False,False,3
synthetic,journey,False,348.97421501918365,False,False,1
synthetic,lost_item,False,85.25318032723987,False,False,7
synthetic,lawsuit,False,213.29624226125196,False,True,2
synthetic,journey,True,337.81062591709957,False,False,11
synthetic,health,False,345.5118458163778,False,False,5
synthetic,journey,True,335.33425496190466,False,False,1
synthetic,relationship,False,20.28233084953274,False,False,9
synthetic,lost_item,True,109.78898371701854,False,False,10
synthetic,journey,False,134.84269739880298,False,False,0
synthetic,job,True,42.22601124877052,False,False,2
synthetic,lawsuit,False,306.9960683363892,False,False,3
synthetic,lost_item,True,171.1468980239693,False,False,2
synthetic,health,False,187.38051659664652,False,True,4
synthetic,relationship,True,181.4996430361756,False,True,2
synthetic,health,False,330.9769384190852,False,False,6
synthetic,relationship,False,115.16493800575279,False,False,1
synthetic,health,True,142.93334083009842,False,False,10
synthetic,journey,True,80.45694935649938,False,False,6
synthetic,lawsuit,True,207.36058727983658,False,False,4
synthetic,health,False,140.9037708136288,False,False,5
synthetic,lawsuit,False,45.97252888889824,False,False,11
synthetic,job,True,13.184818444044481,False,False,9
synthetic,job,False,209.53391395383989,False,False,9
synthetic,health,False,301.1447330257888,False,False,2
synthetic,lawsuit,False,213.4188422286918,False,False,10
synthetic,journey,True,185.16969613369662,False,False,0
synthetic,health,False,249.61899514572906,False,False,2
synthetic,journey,True,179.39924267867724,False,False,11
synthetic,lawsuit,False,99.89206217732317,False,False,1
synthetic,lost_item,True,57.84030019129824,False,False,11
synthetic,journey,False,149.43391541436625,False,False,4
synthetic,lawsuit,False,250.96092501962414,False,False,2
synthetic,lawsuit,True,0.8510685675753464,False,True,1
synthetic,relationship,True,116.46982558319468,False,False,11
synthetic,health,False,38.39732062718869,False,False,9
synthetic,journey,False,260.51043996567427,False,False,2
synthetic,health,False,48.23081796194779,False,False,7
synthetic,lost_item,True,182.11709303009707,False,False,1
synthetic,relationship,False,5.9790201460978665,False,False,4
synthetic,health,True,103.66060352708018,False,False,1
synthetic,lawsuit,True,63.54921183948139,False,False,8
synthetic,health,False,215.77296102473608,False,False,1
synthetic,health,False,217.5679767632406,False,False,2
synthetic,journey,False,99.37833890243394,False,False,0
synthetic,journey,True,294.35277627697826,False,False,9
synthetic,job,True,64.70717915581928,False,False,5
synthetic,health,False,254.52659407093958,False,True,8
synthetic,health,True,148.04483924566517,False,False,1
synthetic,lawsuit,True,294.02647813689475,False,False,3
synthetic,relationship,True,115.34112128096868,False,False,1
synthetic,health,False,161.2350225605883,False,False,3
synthetic,job,True,3.558653465495439,False,False,2
synthetic,health,True,233.00465173868088,False,False,9
synthetic,relationship,False,262.77796062698644,False,False,3
synthetic,lost_item,False,162.59583198164745,False,False,6
synthetic,lost_item,True,306.1368303891499,False,False,4
synthetic,lawsuit,False,23.71599211626281,False,False,6
synthetic,lawsuit,False,44.23855930003853,False,False,5
synthetic,lawsuit,False,206.73636870517015,False,False,2
synthetic,health,True,226.92725194100228,False,False,4
synthetic,journey,True,106.80065523407845,False,False,8
synthetic,lawsuit,False,45.351427700159405,False,False,4
synthetic,journey,False,317.1390620218738,False,False,11
synthetic,job,True,127.08499656035472,True,False,6
synthetic,journey,True,199.74570079011335,False,False,10
synthetic,job,True,101.724479519282,False,False,10
synthetic,relationship,True,247.8161183869929,False,False,8
