name,field,achievement,sun_sign,sun_neptune_aspect,sun_uranus_aspect,venus_neptune_aspect,trop_sun_in_creative_sign,trop_venus_in_creative_sign,trop_creativity_score,sid_sun_in_creative_sign,sid_venus_in_creative_sign,sid_creativity_score,Sun-Moon,Sun-Mercury,Sun-Venus,Sun-Mars,Sun-Jupiter,Sun-Saturn,Sun-Uranus,Sun-Neptune,Sun-Pluto,Sun-Rahu,Sun-Ketu,Moon-Mercury,Moon-Venus,Moon-Mars,Moon-Jupiter,Moon-Saturn,Moon-Uranus,Moon-Neptune,Moon-Pluto,Moon-Rahu,Moon-Ketu,Mercury-Venus,Mercury-Mars,Mercury-Jupiter,Mercury-Saturn,Mercury-Uranus,Mercury-Neptune,Mercury-Pluto,Mercury-Rahu,Mercury-Ketu,Venus-Mars,Venus-Jupiter,Venus-Saturn,Venus-Uranus,Venus-Neptune,Venus-Pluto,Venus-Rahu,Venus-Ketu,Mars-Jupiter,Mars-Saturn,Mars-Uranus,Mars-Neptune,Mars-Pluto,Mars-Rahu,Mars-Ketu,Jupiter-Saturn,Jupiter-Uranus,Jupiter-Neptune,Jupiter-Pluto,Jupiter-Rahu,Jupiter-Ketu,Saturn-Uranus,Saturn-Neptune,Saturn-Pluto,Saturn-Rahu,Saturn-Ketu,Uranus-Neptune,Uranus-Pluto,Uranus-Rahu,Uranus-Ketu,Neptune-Pluto,Neptune-Rahu,Neptune-Ketu,Pluto-Rahu,Pluto-Ketu
Robert Woodward,scientist,Chemistry Nobel 1965,Aries,False,False,False,False,False,0,True,True,2,-0.8184798553149026,0.9765013213710407,0.9974038064256183,0.9887173125906314,0.9311315030920163,-0.0668222603609654,0.5407667507615613,-0.2087356450397789,0.30230021151804526,-0.09726212386036569,0.09726212386036512,-0.9230655590063521,-0.7749818164323041,-0.7231835928426368,-0.9716359493658312,-0.5185584058606967,0.04067659089314134,-0.3910335020142595,-0.7950809472254037,0.6514183291915624,-0.6514183291915624,0.9584468485333068,0.9332015654124461,0.9878446200368509,0.14977769733125945,0.3467771534079737,0.006933516695497131,0.5006247871395678,-0.3094662233134898,0.30946622331348944,0.9969372520563846,0.9024527161231153,-0.13849925980045505,0.5999368615935191,-0.27861890235368786,0.2328731612895316,-0.025339597080247703,0.02533959708024691,0.8659986259451218,-0.21552696532410015,0.6606675871401234,-0.3528743548951164,0.15610442952299186,0.05291849735283701,-0.05291849735283713,0.301648176410544,0.19676311497464874,0.1622900460293853,0.6291023088987026,-0.4535183840762135,0.45351838407621337,-0.8754277345747482,0.9897344182806386,0.9308818543949953,-0.9865350171718559,0.986535017171856,-0.9355206189026317,-0.6383425474260861,0.784588297047742,-0.784588297047742,0.8691146643823148,-0.95303326773181,0.95303326773181,-0.9780957569182451,0.9780957569182451
Ilya Prigogine,scientist,Chemistry Nobel 1977,Aquarius,True,False,False,True,False,3,False,False,2,0.8584931723224247,0.9731137348361609,0.9242972180066111,0.9912523831711371,0.12968603059943257,-0.9891063428193353,0.9707755429495935,-0.9996506322959786,-0.8463033664053516,0.96525669156668,-0.9652566915666799,0.7172950213183548,0.5977711462786216,0.9186660308757335,0.619828813104547,-0.7736518050418798,0.9564766662886993,-0.8446386139197993,-0.4533631518507111,0.6946633135159545,-0.6946633135159546,0.9873553087266908,0.9342030065209299,-0.10218078785245642,-0.996417452397869,0.8893994599905197,-0.9788615513901714,-0.9462439047957499,0.9994893032825541,-0.9994893032825541,0.8658385638350735,-0.25858186130564675,-0.9704116191835034,0.8056875950531154,-0.9340624229742206,-0.9855537887553708,0.9919166936084766,-0.9919166936084766,0.259417001800873,-0.9610262079344438,0.9939573462315997,-0.9874176700558774,-0.7685943342882466,0.9223261673548415,-0.9223261673548416,0.01768633970746046,0.36385860415015303,-0.1034326369996589,0.41844891247820293,-0.13391651201024324,0.13391651201024354,-0.9248731735689731,0.9926515396734792,0.9154991025540826,-0.9932061037145868,0.9932061037145868,-0.9640931584061401,-0.6937280330997434,0.8743375549544551,-0.8743375549544551,0.8600876789336281,-0.9718260519340784,0.9718260519340784,-0.956096686487324,0.956096686487324
Herbert Brown,scientist,Chemistry Nobel 1979,Gemini,False,True,False,False,False,2,False,False,2,0.24837966055929778,0.9147515487135901,0.9777794438277888,0.5654337882341558,-0.9823634133316662,0.9936190404315479,-0.4636948336742867,0.6337009996484357,0.8923988553806315,0.7639349084910367,-0.7639349084910368,-0.16415038504146806,0.039793693243144634,0.9393891852964779,-0.4251212180399668,0.13754092586866934,-0.9734027069626635,0.9067347161192781,0.6587603488987817,-0.4353257056932114,0.4353257056932115,0.9791218369138182,0.18400089611909048,-0.8230747333969515,0.9544829315775908,-0.0662086790801183,0.26714040296397606,0.6340116580776556,0.9595200022328785,-0.9595200022328786,0.37996287501347914,-0.9213366265956692,0.9951847912430573,-0.267654607803414,0.457449800065994,0.7779714261267965,0.8822367224933623,-0.8822367224933625,-0.7096827219849534,0.46879869308720046,-0.992951793732,0.9963582744740972,0.8767785347268569,-0.10027924081948844,0.10027924081948857,-0.9550056521288854,0.6211816109647427,-0.7671695550184278,-0.9610349668617444,-0.6298037194117503,0.6298037194117504,-0.3608061409353151,0.5424068164057118,0.8358090551274857,0.8318418114971123,-0.8318418114971126,-0.9792301720715176,-0.8136037347842119,0.21749396149798403,-0.21749396149798372,0.9145892005677176,-0.015078443231761971,0.015078443231762094,0.39054766182704465,-0.39054766182704453
Georg Wittig,scientist,Chemistry Nobel 1979,Gemini,True,False,False,False,False,2,False,False,2,-0.9245407936005384,0.9218609711169736,0.7251785984276863,0.6262725256872335,0.3686979238170688,-0.8652405596430769,-0.8689400335129287,0.995699299918816,0.9780746438876062,-0.7535401018927941,0.7535401018927941,-0.7046204602650571,-0.4080583130994118,-0.8761084785393494,-0.6951117776761264,0.6088915449073908,0.6147658620689452,-0.8852595727707533,-0.8249075896321123,0.947203327231576,-0.947203327231576,0.9353454678897751,0.2752233723625071,-0.020331425148660157,-0.9919177289390507,-0.9928326710859834,0.9537977843154886,0.9823518364146612,-0.43990230057030716,0.4399023005703072,-0.08264548001023235,-0.372679360662619,-0.972668676130756,-0.970917435313114,0.7858508267059231,0.8526747779540804,-0.09378993508686498,0.09378993508686487,0.9555859020147145,-0.15101641540172778,-0.15835359258228832,0.5513534907422424,0.45018509120230715,-0.9844347850633941,0.9844347850633941,0.14702357165907184,0.13967370666422868,0.2809951353595647,0.16703115158893292,-0.8889161658692799,0.8889161658692799,0.9999724230605599,-0.9079671133249546,-0.9506797548451741,0.322400437725063,-0.3224004377250629,-0.9110540916581166,-0.9529570508505916,0.329421510679371,-0.32942151067937103,0.993161772731756,-0.6893950296939192,0.6893950296939195,-0.6001114682778441,0.6001114682778441
Paul Berg,scientist,Chemistry Nobel 1980,Cancer,False,False,False,False,False,0,False,False,0,-0.45660419509787475,0.9140232767405485,0.8087213715050634,0.043740907877692775,-0.6570498477917179,-0.6683989209296463,-0.1476755403448302,0.7079063826574304,0.9942226919254834,0.9890040096612103,-0.9890040096612102,-0.7782519225278257,0.15403110799619002,0.8688461662703231,0.9706868519646631,-0.35654540981635335,0.9473447503702288,-0.9516124876414837,-0.549460784977264,-0.5831555150766273,0.5831555150766276,0.5005831956442908,-0.3652932794448352,-0.9063657959927152,-0.3091997561316938,-0.5361928924415952,0.933564345769144,0.9522852109494959,0.9639654751676611,-0.9639654751676612,0.6230031807427862,-0.08796345699159577,-0.9780474040739983,0.46231454379699055,0.15705537186181168,0.7409143621231595,0.7128417370890271,-0.7128417370890267,0.7243856738354603,-0.7723274744407823,0.9816298011775594,-0.6746658068784561,-0.06374609942245013,-0.10448722804652662,0.10448722804652716,-0.12154233832261677,0.8426120381382854,-0.9975767398932569,-0.7341695835481341,-0.7613104095530046,0.761310409553005,-0.6369416553681939,0.0521888539592012,-0.5846997680377215,-0.5510491529106782,0.5510491529106778,-0.8031026920557178,-0.25298254908200757,-0.29231893360087186,0.2923189336008726,0.7796294099723433,0.8045769707218463,-0.8045769707218468,0.9991641636922507,-0.9991641636922507
Walter Gilbert,scientist,Chemistry Nobel 1980,Aries,False,False,False,False,False,0,True,False,1,-0.9688203505252633,0.949143154540764,0.7257054972837067,0.9827292887942318,-0.6749783835465143,0.5269998591748002,0.9531982474092512,-0.9085174734457228,-0.330856646941873,0.9969566532378038,-0.9969566532378038,-0.8415419053903886,-0.5326150874764194,-0.9979366709413517,0.8367425570421353,-0.7211344527655256,-0.8485673283547008,0.9837177356400516,0.5543510835531522,-0.9851870714896883,0.9851870714896883,0.9054133769149079,0.874489044075709,-0.40834678270639513,0.23262258356490287,0.9999136675784723,-0.730756212875737,-0.016917221507992228,0.9217099456422323,-0.9217099456422327,0.5858572990806581,0.017800717365554452,-0.20226533173675318,0.8997569080236453,-0.37183519652765323,0.40915322350957684,0.6698614734319075,-0.6698614734319069,-0.7998571440311348,0.6751649626040213,0.8807870013435243,-0.9701488887460192,-0.4997697795432036,0.9941645337798986,-0.9941645337798986,-0.9827760566533312,-0.420305997515008,0.9215327415210991,0.9196043373074492,-0.7304444402521006,0.7304444402521005,0.24538195038643892,-0.8339021592280653,-0.9763632315471223,0.5916497212343238,-0.5916497212343239,-0.739662937743294,-0.0300537964933658,0.9267270807649226,-0.9267270807649225,0.6949032008782471,-0.9383269966631942,0.9383269966631941,-0.40341711072547837,0.40341711072547826
Frederick Sanger,scientist,Chemistry Nobel 1980,Leo,False,True,False,True,False,3,False,False,2,0.27861033858123085,0.9025447383499666,0.8970267991143878,0.37766151897074424,0.7272302835784578,0.9996132012064628,-0.9944026799780368,0.9759952621643708,0.721549980534666,-0.5043746725578198,0.5043746725578196,0.6650046029488834,-0.17455482736573677,0.9945006686438309,-0.45660139768155883,0.2517928351834943,-0.37852388046749913,0.06275424902871553,-0.46391644448709407,0.6887705591556269,-0.6887705591556268,0.6192936121329252,0.7395641660038254,0.36079948227138064,0.8902203562017332,-0.9429882113624455,0.7870991100476334,0.35310261497334444,-0.0834074783225474,0.08340747832254752,-0.07047254275641192,0.9557146385575697,0.9089715993042083,-0.845308170012908,0.9717526681380451,0.9532573194282365,-0.8340773385517787,0.8340773385517789,-0.3609149113758487,0.3517640814671646,-0.47337966110693874,0.16693294554615007,-0.36858691122606857,0.6090555267882672,-0.6090555267882671,0.7460382367447421,-0.6506377564597353,0.8592641681105295,0.999966053823634,-0.9594870146191004,0.9594870146191002,-0.9910796385672063,0.9816747401802074,0.7405261285823485,-0.5281939017004224,0.5281939017004222,-0.9475211753646253,-0.6443586055364895,0.41031867526404503,-0.41031867526404536,0.8550201735188122,-0.6803271841014543,0.6803271841014543,-0.9617759777774728,0.9617759777774728
Kenichi Fukui,scientist,Chemistry Nobel 1981,Libra,True,False,False,True,False,3,False,False,2,0.9928806095998135,0.9891865990422355,0.9750070905523545,0.618521121951049,0.06859993515808811,0.6955318074154848,-0.6910454384943723,0.4765242646750917,-0.06626857630689267,0.4254292717746848,-0.4254292717746847,0.9996137130066427,0.9945295914508092,0.5205218030944663,0.18694473355925897,0.7761627442877522,-0.772222412158587,0.5778519395662252,0.0530551727063114,0.31460348575532554,-0.31460348575532543,0.9970484923585379,0.4965901249375082,0.2141750797559031,0.7933870201950598,-0.7895821610834368,0.6003113638652322,0.08078806551099829,0.28810064402170066,-0.28810064402170055,0.4284854211446275,0.2885357832270908,0.8377792375090963,-0.83436390061158,0.6599411004259805,0.1570730366702651,0.21373116569906747,-0.21373116569906733,-0.7414865905065152,-0.13436963010044164,0.14053592910789192,-0.39607666073596076,-0.8250294287811634,0.974250646792324,-0.974250646792324,0.7645161474234632,-0.7685142276199427,0.9097797682877594,0.9909052298931055,-0.873675321700697,0.8736753217006971,-0.9999806222660338,0.9631110642272227,0.6708240227922343,-0.35433268136349755,0.35433268136349766,-0.9647676716089814,-0.6754278529706866,0.36014726919872186,-0.3601472691987222,0.8456501814483555,-0.5929063053611127,0.5929063053611128,-0.9311949358800045,0.9311949358800046
Roald Hoffmann,scientist,Chemistry Nobel 1981,Cancer,False,False,False,False,False,0,False,False,0,-0.5580504244232092,0.9809713331548826,0.7149105256463258,-0.45333611272998475,-0.9982218663049494,-0.34677017022606604,0.3065001936971849,0.6233061463943549,0.9988020215605125,-0.7560599498233258,0.7560599498233262,-0.3863222500295787,-0.9791704375030359,0.9926243255183291,0.6065212182899996,-0.5848023816486335,-0.9609114848885231,0.3010545133319008,-0.5167762383865386,0.9650302502374456,-0.9650302502374455,0.5655521167859449,-0.2716537943790915,-0.9676539981192739,-0.5222770805087245,0.11585972452625978,0.7632685283231615,0.9892967863961742,-0.6145997808056246,0.6145997808056253,-0.9473336548946645,-0.755318136194675,0.40792004456187897,0.8846833145436472,-0.10116329826772939,0.6798387496269757,-0.9981537104657522,0.9981537104657521,0.5056609342147254,-0.6788286994254074,-0.9873876086435583,0.41444072774568563,-0.40917634472213255,0.9261331909851838,-0.9261331909851835,0.29024429827146575,-0.36269423371171383,-0.5755857383143811,-0.9941091723669389,0.7937291073157021,-0.7937291073157025,0.7865220261447522,-0.9496002596290508,-0.3922522585643081,-0.3517115464137906,0.35171154641379027,-0.5532983221889464,0.25955431962200026,-0.8547340819460377,0.8547340819460375,0.6608246291062139,0.040549579962068746,-0.04054957996206818,-0.7231268851687821,0.7231268851687822
Aaron Klug,scientist,Chemistry Nobel 1982,Leo,True,False,False,True,False,3,False,False,2,0.8494502626529687,0.9934251250713152,0.8975799270930837,-0.21976829118139876,-0.996588660300172,-0.028427797265126613,-0.7563027009423904,0.9941156151588357,0.839376337008906,0.8479358476206583,-0.8479358476206583,0.7834557612527614,0.5298258319920451,-0.7014505353657114,-0.890100489151547,0.5033074366701678,-0.9876539157373466,0.9016110873592028,0.426193760930677,0.440562756519812,-0.44056275651981214,0.94214879836986,-0.10663851418952315,-0.9805879836489029,-0.14267833375103522,-0.6764323581963183,0.9751780665226368,0.8960852458567866,0.9030484616702102,-0.9030484616702105,0.23281425331807504,-0.8581349052554045,-0.46618980950664085,-0.3904272705384653,0.8445432839524016,0.993032634801416,0.9947852105331754,-0.9947852105331754,0.2995299634312727,-0.968910299898903,0.8044388479582132,-0.32415104197702616,0.3457937244021847,0.3307896405668756,-0.3307896405668753,-0.054164863664037215,0.8077149953405737,-0.9996642454836945,-0.7916542225481872,-0.8012947015239124,0.8012947015239122,-0.632457421990885,0.0800199560068631,-0.5671926447944574,-0.5539895652427693,0.5539895652427691,-0.8227204173473774,-0.27921984727922566,-0.29449391860453966,0.29449391860453955,0.7755574001582495,0.7855237042807469,-0.785523704280747,0.9998728913332968,-0.9998728913332968
Henry Taube,scientist,Chemistry Nobel 1983,Sagittarius,True,False,False,False,False,2,False,False,2,0.11818802868750856,0.9887736143574372,0.9399485854754329,-0.22175860264950373,-0.20499080067272032,-0.7836551561960571,0.4199492098769769,-0.5691884746031125,-0.9021621705061277,0.45302582251017376,-0.45302582251017387,0.2652352940039463,-0.22783319065801247,0.942058124352362,-0.9961314308758938,0.5242236247323424,-0.8515538496787879,0.7491731576027344,0.3217487241996202,-0.831706868404173,0.8317068684041728,0.8783964531921974,-0.07356805915442856,-0.3489377172028931,-0.6820375817362503,0.27962771015861765,-0.4399432543795192,-0.8275742203009964,0.3147312365859359,-0.314731236585936,-0.5412595251567514,0.14138703035594505,-0.9486197648242185,0.7044912448007045,-0.8156403868376535,-0.9952288011993903,0.7301033642196972,-0.7301033642196973,-0.9089357671466405,0.7795115820047809,-0.9780784709814443,0.9279578753666752,0.620718177973547,-0.9697629052583756,0.9697629052583756,-0.44736222067575365,0.802189111508234,-0.6880682057541081,-0.2373009171813415,0.7796993403171473,-0.7796993403171474,-0.8928603995344603,0.9567993146949333,0.974966204597112,-0.908810727317626,0.908810727317626,-0.985222317951493,-0.770375655124043,0.9993241641663251,-0.9993241641663251,0.8681980211463362,-0.9908525452125191,0.9908525452125191,-0.7932921088085805,0.7932921088085805
Robert Merrifield,scientist,Chemistry Nobel 1984,Cancer,False,False,False,False,False,0,False,False,0,-0.6375313365914519,0.9826989980628652,0.7061422372639956,0.9965376957995532,0.6010636596932115,0.5293994048844501,-0.6840363040896973,0.9381530393999623,0.9717973409910226,-0.009427130613968911,0.009427130613968812,-0.7691915785132071,-0.9957022356846857,-0.699378769632256,0.23252716766365641,0.31609835405281295,-0.12588995043846085,-0.3313649643709227,-0.8012308763180028,0.776400281453178,-0.7764002814531781,0.8250667917757641,0.994695342399947,0.44264475130787784,0.36311330212094933,-0.5371008607291106,0.8577985494917146,0.998660004815165,-0.19446562656446795,0.19446562656446809,0.7625678370531788,-0.14145392931651019,-0.22687600036913655,0.03347330311007842,0.41732088736517486,0.8532025005495298,-0.7146954422261133,0.7146954422261136,0.5325352746326227,0.457030912152609,-0.6210200737144949,0.9061193148293667,0.9880390683659144,-0.092532968997635,0.09253296899763512,0.9962231956633728,-0.9941250168328979,0.84058979776938,0.3956463903757744,0.7934993300353896,-0.7934993300353897,-0.9809721662467744,0.7903819817594995,0.31440773787514187,0.8433443029092746,-0.8433443029092745,-0.8942808300290843,-0.492728012075667,-0.7229670521034581,0.7229670521034584,0.8300496691237743,0.33736137062332466,-0.3373613706233248,-0.24496835523506794,0.24496835523506805
Herbert Hauptman,scientist,Chemistry Nobel 1985,Aquarius,False,True,True,True,True,5,True,False,4,-0.12274771512163063,0.8991557888721882,0.9523940568921089,0.998515330394171,0.4218733778733044,-0.8640951999145591,0.9958384205132115,-0.925015425549617,-0.6054466898561145,0.8086883007016663,-0.8086883007016663,0.3239499789723462,0.18566009547100837,-0.17662497162349008,-0.9515825447851118,-0.393456479320939,-0.031789690006735476,-0.2635129567032054,-0.7155501012144517,0.4845244472344894,-0.4845244472344893,0.9897703748993445,0.8739825861362697,-0.017448241744677465,-0.9972271509083368,0.9352977759959616,-0.9980010443775725,-0.8926933806233132,0.9845663253422426,-0.9845663253422426,0.9343733803091917,0.12537809401229041,-0.976408735297151,0.9762153188865442,-0.9968082180302751,-0.819265347728587,0.9495257149485217,-0.9495257149485217,0.4706338022602292,-0.8353952938747528,0.9893956018313566,-0.9029467834010414,-0.5611947730777733,0.7754455429808509,-0.7754455429808508,0.09180633521116963,0.3374884832423157,-0.04577444791300319,0.4661718649149211,-0.19216416842936507,0.19216416842936518,-0.9063707293369856,0.9905307240003715,0.9237555418643769,-0.9948602696953669,0.994860269695367,-0.9557913050957765,-0.6754612337639602,0.8589327082927802,-0.8589327082927803,0.862428084473804,-0.9715379208403455,0.9715379208403456,-0.9577874807328635,0.9577874807328633
Jerome Karle,scientist,Chemistry Nobel 1985,Gemini,False,True,False,False,False,2,False,False,2,-0.3639451961537143,0.9838281472262225,0.7772527298346122,-0.02067845177193205,0.9993647145159568,0.7049414473608453,-0.48186200826812464,0.7778523224541577,0.9893049214263583,-0.9973197317003359,0.9973197317003359,-0.5248908695956752,-0.868916397646081,0.9387470288316423,-0.39690925713096864,0.4040642808787611,-0.6407830427306097,0.30225281562245887,-0.22419377885509434,0.43111859552219967,-0.43111859552219955,0.8773802035014638,-0.1994207260191951,0.9895866873471286,0.5665011601003123,-0.3171204208674269,0.6527087173104568,0.9471799280756403,-0.9942964597828859,0.9942964597828859,-0.6451263689236479,0.7991828586430901,0.10165595115794865,0.1767960637361909,0.2091761366748909,0.6771651483421648,-0.8212050748085381,0.8212050748085382,-0.056297102249944456,0.6945367501219828,-0.8660955928634833,0.6122279479528312,0.12537368667716667,0.09377399294470314,-0.09377399294470301,0.6792158058194728,-0.4503269601926339,0.7549606815597594,0.9834779890513018,-0.9992937635808087,0.9992937635808087,-0.9611763529433865,0.9940761953453665,0.8008570483003369,-0.6511574628761042,0.6511574628761043,-0.9254924448283788,-0.6045197611612235,0.41645845828641,-0.41645845828640965,0.8611997888688651,-0.7297861255042049,0.7297861255042047,-0.9759810784071885,0.9759810784071884
Dudley Herschbach,scientist,Chemistry Nobel 1986,Gemini,False,False,False,False,False,0,False,False,0,-0.999980189676441,0.9938523095392924,0.9606404502483583,0.8678978889905992,0.6106196001610917,-0.8005214114461747,0.4340222694198739,0.3667524905611306,0.9133635565780716,-0.10429728406163304,0.10429728406163358,-0.9931357359974806,-0.9588728510656189,-0.871007423458992,-0.6056227675618604,0.7967332554966411,-0.4396843657978359,-0.36088937008690414,-0.9107827040189023,0.09803508462763771,-0.0980350846276376,0.9854904947806096,0.8075659630075345,0.6945427687153466,-0.861951405737204,0.3316115671877862,0.4674970855975085,0.9528251211183777,-0.21376626752737204,0.2137662675273715,0.6957453182842344,0.8065782347949924,-0.9354967993419527,0.16667345937479464,0.6107548913203664,0.9905167105500149,-0.37647189747278376,0.3764718974727843,0.13657301465847071,-0.3970709127799194,0.8242035233836694,-0.14382518552539036,0.590460041759716,0.40351409938977595,-0.4035140993897759,-0.9634174386422822,-0.44842357008152545,0.9606878974079921,0.8801455713303662,-0.8512909955149677,0.8512909955149676,0.19247027700762015,-0.8511369955806685,-0.9751707459256912,0.6795278584214046,-0.6795278584214046,-0.6789472292640194,0.02962236248417863,0.850721427553095,-0.850721427553095,0.7137528637029509,-0.9634960391684187,0.9634960391684187,-0.500185791302163,0.5001857913021636
Yuan Lee,scientist,Chemistry Nobel 1986,Scorpio,False,False,False,False,False,0,False,False,0,0.51193200159134,0.999946015311479,0.8057234979699645,0.5866170295571919,0.8642415177257401,-0.32207506568777944,-0.9385835537682342,0.369535140467772,-0.47437760942191864,0.887163021587919,-0.8871630215879189,0.5208302387028672,0.9212697336858057,-0.39538658632000706,0.8745892123972956,0.6483714992256332,-0.18408228940254004,-0.6090444658548743,-0.9990680848440375,0.850569955676026,-0.850569955676026,0.8118343230064188,0.5781703096281862,0.8694221810051824,-0.31222066438344254,-0.9349475554126666,0.3598599868980806,-0.4834991487665238,0.89190997664607,-0.8919099766460701,-0.007025006797253117,0.994308186880995,0.3012276248708676,-0.5518673083057143,-0.2526243728164955,-0.9036244234426846,0.9881248100346904,-0.9881248100346903,0.09955449817342205,-0.9556448594411702,-0.8300344866686947,0.9693152426706348,0.4346630939166001,0.14670800046569427,-0.14670800046569415,0.19791958630857992,-0.6375750832632423,-0.14810008848076123,-0.8528464220569506,0.9988711490928678,-0.9988711490928678,0.6289600062048308,-0.9987206915305389,-0.6806275749607895,0.15113396572468119,-0.15113396572468152,-0.6674677457836892,0.14148630182699698,-0.6734502360772978,0.6734502360772979,0.6427102605910451,-0.10095486973879937,0.1009548697387995,-0.8270800228542272,0.8270800228542271
John Polanyi,scientist,Chemistry Nobel 1986,Aquarius,False,False,False,True,True,2,False,True,1,-0.9071585803480778,0.9480720423184296,0.6927759855685219,-0.743953860905198,0.0211429328684278,0.8001715182139818,0.48217147101644514,-0.8854106158469955,-0.9610562395068976,-0.42841162044114156,0.42841162044114167,-0.726217392418914,-0.3250045548054665,0.9560683198587323,0.4015148591790013,-0.9782595475829988,-0.06876255477823469,0.6076210756246425,0.9881166346617879,0.7688552766621328,-0.7688552766621329,0.8861682890197272,-0.49278720879053034,0.3380295859578926,0.5678596078648244,0.7357744962372216,-0.9872684011277288,-0.823254959881795,-0.11877517369951991,0.11877517369952001,-0.033496687659704275,0.7356389624872642,0.12181287209984323,0.9658221441697252,-0.9485900398225438,-0.4665040291084162,0.3548286706068806,-0.3548286706068807,0.652352246893496,-0.9960764190430265,0.22670838094342097,0.34810441265623576,0.8996490460446347,0.9225211001652326,-0.9225211001652327,-0.5827191972932307,0.8860755481477939,-0.48342595807755584,0.25597153971997216,0.8943238269178004,-0.8943238269178003,-0.13962583017178695,-0.42970087640082644,-0.9347583294134887,-0.8847462873262328,0.8847462873262327,-0.8341287487138493,-0.2212875516236568,0.5850409040723782,-0.5850409040723782,0.7224779105800436,-0.04067425140820313,0.04067425140820325,0.6614355997585353,-0.6614355997585353
Donald Cram,scientist,Chemistry Nobel 1987,Taurus,False,False,False,False,False,0,False,False,0,-0.19790851444072058,0.9357730063405515,0.8201563429939758,0.9974229523465825,0.36945425541509325,-0.3428760651938606,0.4937017354220326,-0.09117043680711473,0.4467440731462071,-0.8391437070904925,0.8391437070904921,0.16043124880007872,-0.7231387581898062,-0.26772515955996146,-0.9839869785599559,-0.8529420726856665,0.7547226459600377,-0.9580947688611091,-0.9653802870126925,0.6992251896158753,-0.6992251896158758,0.5657420691857865,0.9080637038556273,0.018069356184791732,-0.6520826080000001,0.7686273683216287,-0.4364493562711481,0.10259060403454612,-0.5934638087441026,0.593463808744102,0.8590913423269443,0.8346702348758963,0.25624476690903375,-0.09263778066628663,0.4949826705665565,0.8782713122547612,-0.999421282048015,0.999421282048015,0.4351718244554317,-0.27459587827999704,0.43003708371801785,-0.019488525194757928,0.5097809833719018,-0.8760044138575528,0.8760044138575526,0.7462414311914157,-0.6257037374518613,0.8916955731543837,0.9964150075796807,-0.8154527800162157,0.8154527800162159,-0.9861933226895775,0.9667285743248463,0.6872501307494306,-0.2232160211984827,0.22321602119848324,-0.9110205514747476,-0.557467577632276,0.05871425619878941,-0.05871425619879042,0.8502059509131049,-0.46513945336713164,0.46513945336713214,-0.8614977713127181,0.8614977713127184
Jean-Marie Lehn,scientist,Chemistry Nobel 1987,Libra,False,False,False,True,True,2,False,False,0,-0.9318493048608236,0.9942319140291624,0.9933682616735364,-0.4400205444825712,-0.9986138437296781,-0.920271119581762,-0.7057609545122517,0.974945970877793,0.44200663415945,0.9213101659621944,-0.9213101659621943,-0.9653900730329756,-0.9673880763215201,0.08420202026433438,0.9114594216655951,0.9995286756951879,0.9147207836994754,-0.8277907145665028,-0.08640686660580302,-0.9996069065222375,0.9996069065222374,0.9999697931681952,-0.3411718690454669,-0.9872086194791857,-0.9569284552453347,-0.7776724510505951,0.9454651646148972,0.3432511722951804,0.9576984368198663,-0.9576984368198662,-0.333855345903863,-0.9859395894970243,-0.9591561100888876,-0.7825353353058085,0.9429049004564912,0.3359404723877299,0.9599062473084274,-0.9599062473084272,0.48667574561214094,0.05357238973829019,-0.32563011696018096,-0.6287462576394229,-0.9999975515089863,-0.05623221613562681,0.05623221613562646,0.898400581754907,0.6674937418108653,-0.9853026573691528,-0.4886077149232622,-0.8995672921362852,0.8995672921362851,0.926694690513391,-0.8101773008776265,-0.055781991968430714,-0.999996451967045,0.999996451967045,-0.5304898952241948,0.3235370182190355,-0.9256902907220824,0.9256902907220825,0.6304655012304278,0.8117359302109096,-0.8117359302109094,0.0584414882120412,-0.05844148821204063
Charles Pedersen,scientist,Chemistry Nobel 1987,Libra,False,False,False,True,False,1,False,True,1,0.20233999199001357,0.9527543812570161,0.9177645651315927,0.781032930677898,-0.9544769278504764,-0.5695500219059718,0.23405055693985202,-0.029138479019202714,-0.31133097551528116,0.9303906749054422,-0.9303906749054422,0.4902393296264796,-0.2032100508849456,0.769606675258387,0.09898597976000816,-0.9201975225532092,-0.9047565039072181,0.9730036239528957,0.867650168490401,0.5472423664366737,-0.5472423664366739,0.7537807668373563,0.9338162230699688,-0.8187805229691322,-0.7923038888700126,-0.07231251664265952,0.2758510259813745,-0.007975637158294531,0.9977762737337185,-0.9977762737337185,0.4688038692188017,-0.9944414118475133,-0.19629334916904267,0.6008978565790448,-0.42369855921542166,-0.6631169628976755,0.7083057127804206,-0.7083057127804206,-0.5592021139809155,-0.9581409146977888,-0.4243430852838308,0.6014665609369919,0.35029391537970117,0.9555846788242435,-0.9555846788242435,0.29844521148363584,-0.5133955802060804,0.3259701031194632,0.5806186947734364,-0.778694342673171,0.7786943426731706,0.6658228558904535,-0.8050118361432762,-0.6037881313121831,-0.8312082689320284,0.8312082689320284,-0.9786314827313574,-0.9967735620393102,-0.13862935819448918,0.13862935819448907,0.9589697417663184,0.3393036711368148,-0.33930367113681514,0.05869211710005801,-0.05869211710005769
