name,field,sun_lon,conjunctions,num_conjunctions,has_royal_star
Steve McQueen,cancer,3.1308759037780276,None,0,False
Paul Newman,cancer,305.8152227422822,None,0,False
Robert Mitchum,cancer,133.42287159156456,None,0,False
Yul Brynner,cancer,108.84140171923633,None,0,False
Peter Sellers,cardiac,165.05394633656528,None,0,False
Richard Burton,disease,227.66166827207283,None,0,False
Peter Ustinov,cardiac,25.95031640022057,Algol,1,False
Orson Welles,cardiac,44.67550132177741,None,0,False
John Huston,disease,132.1315492617245,None,0,False
Alfred Hitchcock,disease,140.47954871055015,None,0,False
Billy Wilder,disease,90.13137992998998,None,0,False
Stanley Kubrick,cardiac,123.22233980004067,None,0,False
Federico Fellini,cardiac,299.53033834961604,None,0,False
Ingmar Bergman,natural,111.21889276048007,None,0,False
Akira Kurosawa,cardiac,1.9815049049072149,None,0,False
Jean Renoir,cardiac,172.61028401540986,None,0,False
Charlie Chaplin,cardiac,27.000290025466025,Algol,1,False
Buster Keaton,cancer,191.0063031836602,None,0,False
Harold Lloyd,cancer,30.611371432617386,None,0,False
WC Fields,disease,309.0188528757981,None,0,False
Groucho Marx,disease,188.90364984487272,None,0,False
Harpo Marx,cardiac,241.67674299205075,None,0,False
Stan Laurel,cardiac,85.23131823921223,None,0,False
Oliver Hardy,cardiac,297.9101114284509,None,0,False
Abbott and Costello Lou,cardiac,345.0166202705255,None,0,False
Red Skelton,disease,115.22590061995113,None,0,False
Jack Benny,cancer,325.8271662842647,None,0,False
George Burns,natural,299.9889584836696,None,0,False
Bob Hope,disease,66.93380260203347,None,0,False
Milton Berle,cancer,109.69479581823693,None,0,False
Lucille Ball,cardiac,133.09411601437634,None,0,False
Desi Arnaz,cancer,341.35218565292377,None,0,False
Jackie Gleason,cancer,336.5710455176663,None,0,False
Art Carney,natural,221.26483298058787,None,0,False
Phil Silvers,natural,49.6716474030273,None,0,False
Don Rickles,disease,47.131396506880314,None,0,False
Rodney Dangerfield,cardiac,239.65991603086198,None,0,False
Joan Rivers,cardiac,76.82120689549919,None,0,False
Phyllis Diller,natural,114.30547196988634,None,0,False
Totie Fields,cardiac,46.191464617862685,None,0,False
Gilda Radner,cancer,96.17170102786126,None,0,False
Madeline Kahn,cancer,185.7080623546283,None,0,False
John Candy,cardiac,217.49471796282748,None,0,False
Chris Farley,overdose,325.96403045758893,None,0,False
John Belushi,overdose,303.9025293522053,None,0,False
Sam Kinison,accident,256.1171007379333,None,0,False
Bill Hicks,cancer,264.05742308480103,None,0,False
Mitch Hedberg,overdose,334.94675102549706,None,0,False
Greg Giraldo,overdose,258.2264144663785,None,0,False
Patrice ONeal,cardiac,255.2177933476618,None,0,False
Bernie Mac,disease,191.97888337193834,None,0,False
Richard Pryor,cardiac,249.16477631970375,Antares,1,True
Redd Foxx,cardiac,256.6431832788144,None,0,False
Flip Wilson,cancer,255.96559512909613,None,0,False
Robin Harris,cardiac,156.80673643801583,None,0,False
Marilyn Monroe,overdose,70.12505341064228,Aldebaran,1,True
Jean Harlow,disease,342.119417424561,None,0,False
Carole Lombard,accident,192.82624636993742,None,0,False
Grace Kelly,accident,229.35850940220848,None,0,False
Natalie Wood,accident,117.06836465854343,None,0,False
Sharon Tate,homicide,303.87580816083096,None,0,False
Jayne Mansfield,accident,28.856215407203116,None,0,False
Dorothy Dandridge,overdose,226.30771594083276,None,0,False
Judy Garland,overdose,78.56484311650387,None,0,False
Frances Farmer,cancer,175.92885231325147,None,0,False
Veronica Lake,disease,231.3384531388948,None,0,False
Betty Grable,cancer,266.2660310153266,None,0,False
Rita Hayworth,disease,203.67977965487756,Spica,1,True
Ava Gardner,disease,272.2170765129376,None,0,False
Lana Turner,cancer,319.5952549592792,None,0,False
Joan Crawford,cardiac,2.8941672887344323,None,0,False
Bette Davis,cancer,15.66986059711565,None,0,False
Barbara Stanwyck,cardiac,112.79103862006473,None,0,False
Katharine Hepburn,natural,50.83651635791633,None,0,False
Ingrid Bergman,cancer,154.71407405321767,None,0,False
Vivien Leigh,disease,222.69855103272351,None,0,False
Audrey Hepburn,cancer,43.15654978464771,None,0,False
Elizabeth Taylor,cardiac,337.2960922844426,None,0,False
Debbie Reynolds,cardiac,11.714408467483457,None,0,False
Anne Bancroft,cancer,173.63083597526938,None,0,False
Maureen OHara,natural,144.24680598697122,None,0,False
Lauren Bacall,cardiac,172.9155928700408,None,0,False
Gloria Swanson,cardiac,6.611872626908517,None,0,False
Mary Pickford,disease,19.11142187521078,None,0,False
Lillian Gish,cardiac,201.36876410377062,None,0,False
Mae West,cardiac,145.17127624295065,None,0,False
Marlene Dietrich,disease,275.4602421451971,None,0,False
Greta Garbo,disease,175.27179228027182,None,0,False
Anna Magnani,cancer,346.53325387684066,None,0,False
Anita Ekberg,disease,185.37668407876066,None,0,False
Tuesday Weld,disease,153.34080866746518,None,0,False
Raquel Welch,cardiac,162.8614051563741,None,0,False
Ernest Hemingway,suicide,118.30120083143987,None,0,False
F Scott Fitzgerald,cardiac,182.0594447578398,None,0,False
William Faulkner,cardiac,182.66386876623946,None,0,False
John Steinbeck,cardiac,338.1022964186692,None,0,False
Jack Kerouac,disease,351.3447099777762,None,0,False
William Burroughs,cardiac,315.866232899521,None,0,False
Allen Ginsberg,cancer,71.74135952779561,Aldebaran,1,True
Hunter S Thompson,suicide,115.42269671614321,None,0,False
Truman Capote,overdose,187.15971899860443,None,0,False
Tennessee Williams,accident,4.320932043921884,None,0,False
Arthur Miller,cardiac,203.03362327941167,Spica,1,True
Eugene ONeill,disease,203.55884618888373,Spica,1,True
Edward Albee,natural,351.67520758554235,None,0,False
Harold Pinter,cancer,196.45626442723736,None,0,False
Samuel Beckett,disease,22.641483165319297,None,0,False
Jean-Paul Sartre,disease,89.64807769843941,None,0,False
Albert Camus,accident,224.06730501834886,None,0,False
Simone de Beauvoir,disease,287.50549123221487,None,0,False
Jorge Luis Borges,cancer,151.06583461886197,Regulus,1,True
Gabriel Garcia Marquez,disease,344.92332505420524,None,0,False
Octavio Paz,cancer,9.934372501085457,None,0,False
Pablo Neruda,cancer,110.06577378341291,None,0,False
Isaac Asimov,disease,280.8101663758289,None,0,False
Arthur C Clarke,disease,263.98455310028277,None,0,False
Ray Bradbury,natural,149.06193834653422,Regulus,1,True
Philip K Dick,cardiac,264.3162922033409,None,0,False
Kurt Vonnegut,accident,228.31839145147893,None,0,False
Joseph Heller,cardiac,40.08935179948863,None,0,False
Norman Mailer,disease,310.4819886600274,None,0,False
Gore Vidal,disease,189.66685018922533,None,0,False
James Baldwin,cancer,129.88230074614324,None,0,False
Richard Wright,cardiac,161.52794426976422,None,0,False
Ralph Ellison,cancer,340.0756853784461,None,0,False
Langston Hughes,disease,311.9726590585925,None,0,False
Maya Angelou,natural,14.559607618632347,None,0,False
Toni Morrison,disease,328.87903329017,None,0,False
Sylvia Plath,suicide,213.95367769666555,None,0,False
Anne Sexton,suicide,226.84974065082395,None,0,False
Virginia Woolf,suicide,305.4807625822073,None,0,False
Oscar Wilde,disease,202.43165591090292,Spica,1,True
Mark Twain,cardiac,247.37966398719246,None,0,False
Charles Dickens,cardiac,317.6323646859589,None,0,False
Leo Tolstoy,disease,166.7276903015669,None,0,False
Fyodor Dostoevsky,disease,228.8165550227816,None,0,False
Anton Chekhov,disease,308.8709493602093,None,0,False
Franz Kafka,disease,100.96336458898193,None,0,False
James Joyce,disease,313.3473317893699,None,0,False
Marcel Proust,disease,108.18552901361566,None,0,False
Edgar Allan Poe,disease,299.09084824062677,None,0,False
HP Lovecraft,cancer,147.25073511692926,None,0,False
Agatha Christie,natural,172.24428954775584,None,0,False
Ian Fleming,cardiac,66.72362218029951,None,0,False
JRR Tolkien,disease,282.62952536167586,None,0,False
CS Lewis,disease,247.33666983809542,None,0,False
Roald Dahl,disease,170.34473893552064,None,0,False
Dr Seuss,cancer,341.50121359964896,None,0,False
Shel Silverstein,cardiac,181.6908497508928,None,0,False
Maurice Sendak,cardiac,79.33082589686259,None,0,False
Eric Carle,disease,93.41665260895228,None,0,False
John F Kennedy,homicide,67.64381014013682,None,0,False
Robert F Kennedy,homicide,237.7931972803746,None,0,False
Martin Luther King Jr,homicide,294.8798229570599,None,0,False
Malcolm X,homicide,58.39117539019005,None,0,False
Abraham Lincoln,homicide,323.21697545061255,None,0,False
Franklin D Roosevelt,cardiac,310.92823678320514,None,0,False
Harry S Truman,disease,48.41593668199447,None,0,False
Dwight D Eisenhower,cardiac,201.3628899399993,None,0,False
Lyndon B Johnson,cardiac,153.51125679393667,None,0,False
Richard Nixon,cardiac,289.06238396038583,None,0,False
Gerald Ford,disease,110.9625835191234,None,0,False
Ronald Reagan,disease,316.2710173694538,None,0,False
George H W Bush,disease,81.19877688291726,None,0,False
Winston Churchill,cardiac,247.719224365842,None,0,False
Margaret Thatcher,cardiac,199.5019956584267,None,0,False
Charles de Gaulle,cardiac,239.83902399570135,None,0,False
Mahatma Gandhi,homicide,189.1407872965029,None,0,False
Jawaharlal Nehru,cardiac,232.80511610892128,None,0,False
Indira Gandhi,homicide,237.07130010920636,None,0,False
Benazir Bhutto,homicide,89.80133078267565,None,0,False
Nelson Mandela,disease,115.03501344627098,None,0,False
Yitzhak Rabin,homicide,340.13230845703873,None,0,False
Anwar Sadat,homicide,272.89937700590457,None,0,False
Fidel Castro,disease,139.56912829709503,None,0,False
Che Guevara,homicide,82.79782000883236,None,0,False
Hugo Chavez,cancer,124.54936112101703,None,0,False
Pope John Paul II,disease,57.4392605965534,None,0,False
Mother Teresa,cardiac,152.45034356305928,None,0,False
Dalai Lama 13th,disease,323.17105704865116,None,0,False
Albert Einstein,disease,353.5354053462501,None,0,False
Marie Curie,disease,224.63444423840772,None,0,False
Nikola Tesla,cardiac,107.85480752603476,None,0,False
Thomas Edison,disease,321.8150336246716,None,0,False
Alexander Graham Bell,disease,342.11452327870154,None,0,False
Charles Darwin,cardiac,323.05274676585134,None,0,False
Sigmund Freud,cancer,46.36672380733892,None,0,False
Carl Jung,cardiac,123.3354040550549,None,0,False
Stephen Hawking,disease,287.46091201978595,None,0,False
Carl Sagan,disease,226.61798614900556,None,0,False
Richard Feynman,cancer,49.9714628772358,None,0,False
Enrico Fermi,cancer,185.63376988393625,None,0,False
Robert Oppenheimer,cancer,31.76950943582849,None,0,False
Werner Heisenberg,cancer,252.67715886458882,None,0,False
Niels Bohr,cardiac,194.37818273348012,None,0,False
Max Planck,natural,33.0184427229955,None,0,False
Erwin Schrodinger,disease,139.4112369478919,None,0,False
Paul Dirac,natural,134.9751878873554,None,0,False
Alan Turing,suicide,91.23078468093323,None,0,False
John von Neumann,cancer,275.59035130747856,None,0,False
Claude Shannon,disease,39.795382382728,None,0,False
Norbert Wiener,cardiac,244.25936018490742,None,0,False
Jonas Salk,cardiac,214.2282132305103,None,0,False
Alexander Fleming,cardiac,134.09967845826327,None,0,False
Louis Pasteur,cardiac,274.8267963511162,None,0,False
Gregor Mendel,disease,117.1276850541163,None,0,False
Rachel Carson,cancer,65.03895635666198,None,0,False
Pablo Picasso,cardiac,212.70107339815124,None,0,False
Salvador Dali,cardiac,50.213614349634135,None,0,False
Andy Warhol,cardiac,133.52440945963735,None,0,False
Jean-Michel Basquiat,overdose,270.66097851585994,None,0,False
Keith Haring,disease,43.91263585944667,None,0,False
Frida Kahlo,disease,103.11310459187698,Sirius,1,False
Diego Rivera,cardiac,256.7368177549395,None,0,False
Georgia OKeeffe,natural,232.83660104209858,None,0,False
Jackson Pollock,accident,307.60660433847073,None,0,False
Mark Rothko,suicide,181.23634781429942,None,0,False
Willem de Kooning,disease,33.86965598778988,None,0,False
Edward Hopper,natural,119.51708553047301,None,0,False
Norman Rockwell,disease,314.69537669423596,None,0,False
Andrew Wyeth,natural,109.53489491957522,None,0,False
Roy Lichtenstein,disease,213.03886144048246,None,0,False
Robert Rauschenberg,cardiac,208.56717922355816,None,0,False
Cy Twombly,cancer,35.02491946523224,None,0,False
Francis Bacon,cardiac,214.43176941305995,None,0,False
Lucian Freud,natural,255.6272812703731,None,0,False
Henri Matisse,cardiac,280.2607127480655,None,0,False
Claude Monet,cancer,232.23355945865717,None,0,False
Pierre-Auguste Renoir,cardiac,336.52187387156425,None,0,False
Edgar Degas,natural,116.25795170767941,None,0,False
Paul Cezanne,disease,298.33670490563134,None,0,False
Vincent van Gogh,suicide,9.666427325454848,None,0,False
Paul Gauguin,disease,76.78642934431717,None,0,False
Gustav Klimt,cardiac,111.71999922708419,None,0,False
Egon Schiele,disease,81.41080260898481,None,0,False
Edvard Munch,natural,260.02611093922616,None,0,False
Wassily Kandinsky,disease,264.3653204011904,None,0,False
Piet Mondrian,disease,347.2621733872177,None,0,False
Marcel Duchamp,cardiac,125.04356832178236,None,0,False
Man Ray,disease,154.12465127039172,None,0,False
Rene Magritte,cancer,239.2406892310022,None,0,False
Max Ernst,cardiac,12.372173433240013,None,0,False
Joan Miro,cardiac,30.97709325470251,None,0,False
Alexander Calder,cardiac,119.64194902942872,None,0,False
Henry Moore,natural,127.28817667166749,None,0,False
Auguste Rodin,disease,230.2180421995033,None,0,False
Constantin Brancusi,natural,330.23479358770976,None,0,False
Alberto Giacometti,cardiac,196.4789552925339,None,0,False
Louise Bourgeois,cardiac,272.59526499385834,None,0,False
Ansel Adams,cardiac,330.55997793181507,None,0,False
Richard Avedon,cardiac,53.1874195382971,None,0,False
Irving Penn,natural,84.739661455113,None,0,False
Helmut Newton,accident,217.76959190929873,None,0,False
Robert Mapplethorpe,disease,221.47085027725004,None,0,False
Diane Arbus,suicide,352.8906369763543,None,0,False
Henri Cartier-Bresson,natural,149.0777655049361,Regulus,1,True
Robert Capa,accident,208.481567153729,None,0,False
Gordon Parks,cancer,247.93734545464733,Antares,1,True
Muhammad Ali,disease,297.038294475115,None,0,False
Joe Louis,cardiac,51.86889085815431,None,0,False
Sugar Ray Robinson,disease,42.49442198252155,None,0,False
Rocky Marciano,accident,158.01234523805974,None,0,False
Sonny Liston,overdose,47.664615182614455,None,0,False
Babe Ruth,cancer,317.49215445751355,None,0,False
Lou Gehrig,disease,87.0144215066421,None,0,False
Jackie Robinson,cardiac,310.574814916502,None,0,False
Mickey Mantle,cancer,206.13360136964275,None,0,False
Joe DiMaggio,cancer,242.3877725745173,None,0,False
Ted Williams,cardiac,156.29129644131814,None,0,False
Roberto Clemente,accident,144.84307998745268,None,0,False
Thurman Munson,accident,75.89593978177398,None,0,False
Kobe Bryant,accident,150.00215883625265,Regulus,1,True
Dale Earnhardt,accident,38.364385519113654,None,0,False
Ayrton Senna,accident,0.491222658180331,None,0,False
Bruce Lee,disease,244.90703920822278,None,0,False
Brandon Lee,accident,312.43075347294837,None,0,False
Jim Fixx,cardiac,33.107653753471006,None,0,False
Florence Griffith Joyner,cardiac,268.87238257073267,None,0,False
Pat Tillman,homicide,224.2067322496905,None,0,False
Jose Fernandez,accident,128.5180199452587,None,0,False
Coco Chanel,cardiac,146.28233509357906,None,0,False
Christian Dior,cardiac,300.36598505596214,None,0,False
Yves Saint Laurent,cancer,128.58943541470367,None,0,False
Gianni Versace,homicide,249.7151338755494,Antares,1,True
Alexander McQueen,suicide,356.7212566696747,None,0,False
Karl Lagerfeld,cancer,167.30954402969525,None,0,False
Hubert de Givenchy,natural,331.4874053195738,None,0,False
Oscar de la Renta,cancer,119.43116449093576,None,0,False
Gia Carangi,disease,308.5964791074067,None,0,False
Johnny Carson,disease,209.36612771841706,None,0,False
Ed McMahon,disease,344.8996470009739,None,0,False
Dick Clark,cardiac,247.8127248633496,Antares,1,True
Ed Sullivan,cancer,184.65165069843013,None,0,False
Merv Griffin,cancer,103.58052564694972,Sirius,1,False
Mike Wallace,natural,48.038358148302834,None,0,False
Walter Cronkite,disease,221.75161732065837,None,0,False
Peter Jennings,cancer,125.69754668154081,None,0,False
Tim Russert,cardiac,46.3543979553064,None,0,False
Andy Rooney,disease,293.28483394098777,None,0,False
Barbara Walters,natural,181.71300667367584,None,0,False
Larry King,disease,236.72042333356956,None,0,False
Regis Philbin,cardiac,151.3189550451246,Regulus,1,True
Alex Trebek,cancer,119.5001694621942,None,0,False
Bob Barker,natural,259.44523595323477,None,0,False
Monty Hall,cardiac,151.7180862934256,Regulus,1,True
Gene Rayburn,cardiac,270.0950507666153,None,0,False
Allen Ludden,cancer,191.6672521025636,None,0,False
Bill Cullen,cancer,328.55063811135705,None,0,False
Gary Moore,cardiac,310.54499382432704,None,0,False
Art Linkletter,natural,114.50206195913914,None,0,False
Steve Allen,cardiac,274.1982805756428,None,0,False
Jack Paar,natural,40.29007868933503,None,0,False
Joey Bishop,natural,313.8642126972385,None,0,False
River Phoenix,overdose,149.93717704476208,Regulus,1,True
Brittany Murphy,disease,227.9825518379776,None,0,False
Paul Walker,accident,169.57566735293463,None,0,False
James Gandolfini,cardiac,175.32811564371167,None,0,False
Anton Yelchin,accident,350.8942500487093,None,0,False
Luke Perry,cardiac,197.72071904147677,None,0,False
Cameron Boyce,disease,66.73002424682585,None,0,False
Naya Rivera,accident,291.74171379776664,None,0,False
Chadwick Boseman,cancer,247.40725546067276,None,0,False
DMX,overdose,266.15633433641153,None,0,False
Michael K Williams,overdose,239.73754990977028,None,0,False
Bob Saget,accident,56.54360577658457,None,0,False
Gilbert Gottfried,cardiac,339.13016152910836,None,0,False
Ray Liotta,cardiac,266.0360853491991,None,0,False
Olivia Newton-John,cancer,183.29293921269826,None,0,False
Anne Heche,accident,64.09170115879148,None,0,False
Leslie Jordan,cardiac,38.40248167954539,None,0,False
Kirstie Alley,cancer,291.4776807014854,None,0,False
Christine McVie,cardiac,109.26517370087304,None,0,False
Jeff Beck,disease,92.82142556549718,None,0,False
Lisa Marie Presley,cardiac,311.696814343103,None,0,False
Adam Rich,overdose,199.2189998329662,None,0,False
Lance Reddick,cardiac,76.25532063809008,None,0,False
Harry Belafonte,cardiac,339.9098323038743,None,0,False
Tina Turner,disease,243.7575856409113,None,0,False
Tony Bennett,disease,130.3787490428665,None,0,False
Jimmy Buffett,cancer,273.1046979334446,None,0,False
Sinead OConnor,natural,255.94689320006657,None,0,False
Matthew Perry,overdose,146.3188701447678,None,0,False
Suzanne Somers,cancer,202.51809394419766,Spica,1,True
Richard Roundtree,cancer,106.6346928807495,None,0,False
Ryan ONeal,cardiac,30.006494706477472,None,0,False
Norman Lear,cardiac,123.65060542686685,None,0,False
Andre Braugher,cancer,99.16449802434327,None,0,False
David Soul,cancer,154.30690044278975,None,0,False
Glynis Johns,natural,191.21341711820583,None,0,False
Chita Rivera,natural,303.0580816076851,None,0,False
Carl Weathers,cardiac,293.24037092694084,None,0,False
Toby Keith,cancer,106.06847259480064,Sirius,1,False
Richard Lewis,cardiac,96.90186012197981,None,0,False
Louis Gossett Jr,disease,65.99990477822541,None,0,False
OJ Simpson,cancer,106.27897757026791,None,0,False
Dickey Betts,cancer,259.59078045431784,None,0,False
Roger Corman,natural,14.946501339233006,None,0,False
Morgan Spurlock,cancer,224.66702087386145,None,0,False
Donald Sutherland,disease,113.9743273317547,None,0,False
Willie Mays,cardiac,44.99358448638571,None,0,False
Bill Cobbs,natural,84.63940312833834,None,0,False
Bob Newhart,natural,162.42472078851523,None,0,False
Richard Simmons,cardiac,110.01814441673287,None,0,False
Shelley Duvall,disease,105.0188140925451,Sirius,1,False
Shannen Doherty,cancer,21.933183386174257,None,0,False
John Mayall,natural,246.8356070827802,None,0,False
Phil Donahue,natural,268.700125804464,None,0,False
Alain Delon,disease,225.15511844028282,None,0,False
James Earl Jones,natural,296.1263342820474,None,0,False
Frankie Beverly,natural,253.7732297975192,None,0,False
Kris Kristofferson,natural,90.8604358864333,None,0,False
Dikembe Mutombo,cancer,93.47648717709441,None,0,False
John Amos,cardiac,274.83374888471985,None,0,False
Maggie Smith,natural,276.4898543721011,None,0,False
Pete Rose,natural,24.14234189192237,None,0,False
Liam Payne,accident,156.15883033463123,None,0,False
Quincy Jones,natural,353.9451423120564,None,0,False
Jerry Garcia,cardiac,128.594922506837,None,0,False
Phil Lynott,overdose,147.11634051753435,None,0,False
Rory Gallagher,disease,341.8283901400759,None,0,False
Gary Moore,cardiac,14.661609520804205,None,0,False
Peter Green,natural,215.4656291177898,None,0,False
Danny Kirwan,disease,52.15231309015593,None,0,False
Bob Welch,suicide,157.7016438793816,None,0,False
Gary Thain,overdose,54.54712337123075,None,0,False
David Byron,disease,308.74968535038624,None,0,False
Ken Hensley,natural,150.94037912107115,Regulus,1,True
Jon Lord,cancer,78.2407709635558,None,0,False
Cozy Powell,accident,276.9307945460457,None,0,False
Lemmy Kilmister,cancer,272.3314316231864,None,0,False
Fast Eddie Clarke,disease,191.67479509527524,None,0,False
Ronnie James Dio,cancer,107.58853287335627,None,0,False
Jeff Hanneman,disease,310.6428757799309,None,0,False
Chuck Schuldiner,cancer,52.03984572132891,None,0,False
Joey Jordison,disease,35.63856909032225,None,0,False
Neil Peart,cancer,169.64901201916328,None,0,False
Keith Emerson,suicide,219.94852932995843,None,0,False
Greg Lake,cancer,227.244059096568,None,0,False
Rick Wright,cancer,124.53579310789527,None,0,False
