Feature,Water_Prcp,NonWater_Prcp,Diff_Prcp,Effect_Type,Element,Avg_Prcp,Avg_Tmax
Mars (Trop),23.217113567782885,23.329483649296026,-0.11237008151314143,Sign,,,
Mars (Trop),,,,Element_Avg,Fire,23.385764591695242,175.00805392393107
Mars (Trop),,,,Element_Avg,Earth,23.09526135613155,173.4362490821266
Mars (Trop),,,,Element_Avg,Air,23.506353320537404,172.35338634257218
Mars (Trop),,,,Element_Avg,Water,23.217113567782885,174.7904807635021
Mars (Vedic),23.219253309223756,23.328738264132994,-0.10948495490923804,Sign,,,
Mars (Vedic),,,,Element_Avg,Fire,23.28409910824951,173.3203853541619
Mars (Vedic),,,,Element_Avg,Earth,23.300676466824253,172.64120333805462
Mars (Vedic),,,,Element_Avg,Air,23.40206762221668,174.41491051504593
Mars (Vedic),,,,Element_Avg,Water,23.21925330922376,175.22329232432472
Jupiter (Trop),23.385224180862657,23.27402928492947,0.11119489593318832,Sign,,,
Jupiter (Trop),,,,Element_Avg,Fire,23.2629699688627,173.28206612390935
Jupiter (Trop),,,,Element_Avg,Earth,23.262422832722088,174.45306492938792
Jupiter (Trop),,,,Element_Avg,Air,23.296735487357648,175.29455810648662
Jupiter (Trop),,,,Element_Avg,Water,23.385224180862657,172.53045008631398
Jupiter (Vedic),23.468403486772203,23.24548041989681,0.2229230668753921,Sign,,,
Jupiter (Vedic),,,,Element_Avg,Fire,23.227915077895215,175.1351724283678
Jupiter (Vedic),,,,Element_Avg,Earth,23.31092845740224,173.9455375883568
Jupiter (Vedic),,,,Element_Avg,Air,23.19598341171867,173.34976170413825
Jupiter (Vedic),,,,Element_Avg,Water,23.468403486772203,173.11324749166616
Saturn (Trop),23.566831920156318,23.214654029404745,0.35217789075157313,Sign,,,
Saturn (Trop),,,,Element_Avg,Fire,23.22805782303702,173.225275295475
Saturn (Trop),,,,Element_Avg,Earth,23.28483107748166,173.60230118183642
Saturn (Trop),,,,Element_Avg,Air,23.132390495593775,174.39368186943682
Saturn (Trop),,,,Element_Avg,Water,23.566831920156318,174.32713551071944
Saturn (Vedic),23.292366717640615,23.304260032799487,-0.011893315158872042,Sign,,,
Saturn (Vedic),,,,Element_Avg,Fire,23.08064960531763,174.12169618693744
Saturn (Vedic),,,,Element_Avg,Earth,23.357351227922962,173.56647816203264
Saturn (Vedic),,,,Element_Avg,Air,23.47549272004993,174.7506544496341
Saturn (Vedic),,,,Element_Avg,Water,23.292366717640615,173.0957633272776
Uranus (Trop),23.143750113026126,23.34823384373805,-0.2044837307119245,Sign,,,
Uranus (Trop),,,,Element_Avg,Fire,23.504272463798983,173.180752183691
Uranus (Trop),,,,Element_Avg,Earth,23.332009211923047,174.28369350492773
Uranus (Trop),,,,Element_Avg,Air,23.1849308161713,173.11184442413284
Uranus (Trop),,,,Element_Avg,Water,23.143750113026126,175.04841110594722
Uranus (Vedic),23.611210782805834,23.19635817638754,0.41485260641829313,Sign,,,
Uranus (Vedic),,,,Element_Avg,Fire,23.341453131594317,172.1172560566982
Uranus (Vedic),,,,Element_Avg,Earth,23.062716616811436,173.04134445575448
Uranus (Vedic),,,,Element_Avg,Air,23.150547411854216,175.64848688298179
Uranus (Vedic),,,,Element_Avg,Water,23.61121078280583,175.07757626263867
Neptune (Trop),23.908534168430837,23.01016208035993,0.8983720880709072,Sign,,,
Neptune (Trop),,,,Element_Avg,Fire,23.218305243344044,174.15437816294562
Neptune (Trop),,,,Element_Avg,Earth,22.689504888011097,173.75266731060273
Neptune (Trop),,,,Element_Avg,Air,23.118718564481632,174.93504713136215
Neptune (Trop),,,,Element_Avg,Water,23.908534168430837,173.0761859545124
Neptune (Vedic),23.204261860396386,23.332366778618084,-0.12810491822169823,Sign,,,
Neptune (Vedic),,,,Element_Avg,Fire,22.84412979028834,175.34675206449984
Neptune (Vedic),,,,Element_Avg,Earth,23.063566947346924,174.39832603745995
Neptune (Vedic),,,,Element_Avg,Air,23.85879002596088,171.63970919887205
Neptune (Vedic),,,,Element_Avg,Water,23.204261860396386,175.0813451484928
Pluto (Trop),22.781324438001096,23.515631050765847,-0.7343066127647511,Sign,,,
Pluto (Trop),,,,Element_Avg,Fire,22.93723274463414,175.61235407806774
Pluto (Trop),,,,Element_Avg,Earth,24.042935829992935,172.20407586966982
Pluto (Trop),,,,Element_Avg,Air,23.608493169915228,174.608868654047
Pluto (Trop),,,,Element_Avg,Water,22.7813244380011,173.27555922825414
Pluto (Vedic),22.815843106834944,23.47385075816289,-0.6580076513279458,Sign,,,
Pluto (Vedic),,,,Element_Avg,Fire,23.867229488426823,174.079874611035
Pluto (Vedic),,,,Element_Avg,Earth,23.763645107469774,172.2946582668334
Pluto (Vedic),,,,Element_Avg,Air,22.990593049996832,174.68553991256016
Pluto (Vedic),,,,Element_Avg,Water,22.815843106834944,173.9406081620646
NorthNode (Trop),23.25662758359753,23.31595571397399,-0.059328130376460564,Sign,,,
NorthNode (Trop),,,,Element_Avg,Fire,23.30472332308657,174.75933658053938
NorthNode (Trop),,,,Element_Avg,Earth,23.3318236250738,173.81012147756132
NorthNode (Trop),,,,Element_Avg,Air,23.311364163882654,173.34009365012844
NorthNode (Trop),,,,Element_Avg,Water,23.25662758359753,173.66363207862216
NorthNode (Vedic),23.314232412144396,23.297011071552788,0.017221340591607515,Sign,,,
NorthNode (Vedic),,,,Element_Avg,Fire,23.370787292653567,173.8159139733753
NorthNode (Vedic),,,,Element_Avg,Earth,23.330701963220918,173.68461976247545
NorthNode (Vedic),,,,Element_Avg,Air,23.189247765442285,173.95459627869437
NorthNode (Vedic),,,,Element_Avg,Water,23.314232412144396,174.12002441123386
SouthNode (Trop),23.3318236250738,23.2912644213508,0.04055920372299937,Sign,,,
SouthNode (Trop),,,,Element_Avg,Fire,23.311364163882654,173.34009365012844
SouthNode (Trop),,,,Element_Avg,Earth,23.25662758359753,173.66363207862216
SouthNode (Trop),,,,Element_Avg,Air,23.30472332308657,174.75933658053938
SouthNode (Trop),,,,Element_Avg,Water,23.3318236250738,173.81012147756132
SouthNode (Vedic),23.33070196322092,23.291977610392095,0.038724352828825914,Sign,,,
SouthNode (Vedic),,,,Element_Avg,Fire,23.189247765442285,173.95459627869437
SouthNode (Vedic),,,,Element_Avg,Earth,23.314232412144396,174.12002441123386
SouthNode (Vedic),,,,Element_Avg,Air,23.370787292653567,173.8159139733753
SouthNode (Vedic),,,,Element_Avg,Water,23.330701963220918,173.68461976247545
