Feature,Water_Prcp,NonWater_Prcp,Diff_Prcp,Effect_Type,Element,Avg_Prcp,Avg_Tmax
Pluto (Trop),23.088951358121097,23.630241294832363,-0.5412899367112658,Sign,,,
Pluto (Trop),,,,Element_Avg,Fire,23.004010531101613,172.8438948448122
Pluto (Trop),,,,Element_Avg,Earth,24.015637199581107,167.46510430343324
Pluto (Trop),,,,Element_Avg,Air,23.938185542481953,171.91849308674657
Pluto (Trop),,,,Element_Avg,Water,23.088951358121097,171.07413673549394
Pluto (Vedic),22.957793100426837,23.655027764970644,-0.6972346645438066,Sign,,,
Pluto (Vedic),,,,Element_Avg,Fire,23.847374698871544,169.8841813315037
Pluto (Vedic),,,,Element_Avg,Earth,23.94775829398354,168.6022189795656
Pluto (Vedic),,,,Element_Avg,Air,23.327377770541,172.5452269079534
Pluto (Vedic),,,,Element_Avg,Water,22.957793100426837,171.297729146077
NorthNode (Trop),23.52154490958513,23.45651323318975,0.06503167639538177,Sign,,,
NorthNode (Trop),,,,Element_Avg,Fire,23.449666804800668,171.7719906157803
NorthNode (Trop),,,,Element_Avg,Earth,23.443639753908094,170.71739507897658
NorthNode (Trop),,,,Element_Avg,Air,23.47634654120322,170.26667361286803
NorthNode (Trop),,,,Element_Avg,Water,23.52154490958513,170.57775866462632
NorthNode (Vedic),23.49561299489629,23.464240110592428,0.0313728843038632,Sign,,,
NorthNode (Vedic),,,,Element_Avg,Fire,23.500477107145578,170.7446885541422
NorthNode (Vedic),,,,Element_Avg,Earth,23.503006070756793,170.60706679160842
NorthNode (Vedic),,,,Element_Avg,Air,23.389215914548217,170.90405389346878
NorthNode (Vedic),,,,Element_Avg,Water,23.49561299489629,171.0802102336426
SouthNode (Trop),23.443639753908094,23.48205660682632,-0.03841685291822472,Sign,,,
SouthNode (Trop),,,,Element_Avg,Fire,23.47634654120322,170.26667361286803
SouthNode (Trop),,,,Element_Avg,Earth,23.52154490958513,170.57775866462632
SouthNode (Trop),,,,Element_Avg,Air,23.449666804800668,171.7719906157803
SouthNode (Trop),,,,Element_Avg,Water,23.443639753908094,170.71739507897658
SouthNode (Vedic),23.503006070756793,23.462422547785895,0.0405835229708984,Sign,,,
SouthNode (Vedic),,,,Element_Avg,Fire,23.389215914548217,170.90405389346878
SouthNode (Vedic),,,,Element_Avg,Earth,23.49561299489629,171.0802102336426
SouthNode (Vedic),,,,Element_Avg,Air,23.500477107145578,170.7446885541422
SouthNode (Vedic),,,,Element_Avg,Water,23.503006070756793,170.60706679160842
